Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Retained Earnings,692.76,595.67,480.61,347.84,251.97,142.34,18.07,-52.95,-108.13,-76.23,-57.52
Treasury Stock,-414.45,-344.42,-334.22,-301.62,-276.9,-246.09,-227.32,-220.7,-217.36,-216.17,-215.61
Comprehensive Income & Other,1.23,0.17,-0.67,-5.45,-0.1,0.36,0.34,-0.3,-0.16,-0.26,-0.88
Shareholders' Equity,997.85,959.54,841.42,725.85,650.11,555.91,431.3,355.2,296.21,321.5,337.61
Total Liabilities & Equity,"1,299","1,237","1,007",957.37,847.43,721.52,599.15,482.49,447.1,559.6,610.92
Total Debt,121.49,131.54,27.05,33.84,44.95,53.19,64.18,-,-,-,38
Net Cash (Debt),525.82,437.39,576.1,474.88,449.25,353.17,230,228.82,174.29,197.19,143.82
Net Cash Growth,-24.83%,-24.08%,21.31%,5.71%,27.21%,53.55%,0.52%,31.29%,-11.61%,37.11%,-30.42%
Net Cash Per Share,7.87,6.50,8.49,6.88,6.34,4.96,3.19,3.20,2.53,2.88,2.10
Filing Date Shares Outstanding,64.32,65.91,65.65,67.18,68.75,70.06,70.15,69.77,69.12,68.54,68.1
Total Common Shares Outstanding,64.32,65.72,65.54,67.18,68.75,70.06,70.15,69.77,69.12,68.52,68.1
Working Capital,571.51,507.99,543.93,411.74,414.21,363.25,256.57,172.4,98.03,78.98,96.16
Book Value Per Share,15.51,14.60,12.84,10.81,9.46,7.93,6.15,5.09,4.29,4.69,4.96
Tangible Book Value,657.54,606.52,564.04,428.74,455.32,422.07,336.04,259.95,200.95,225.65,240.95
Tangible Book Value Per Share,10.22,9.23,8.61,6.38,6.62,6.02,4.79,3.73,2.91,3.29,3.54
Buildings,-,9.16,9.16,9.16,9.16,8.49,8.49,8.58,8.58,8.66,8.66
Machinery,-,69.85,52.71,47.12,69.12,63.71,50.86,142.64,146.17,184.65,232.03
Construction In Progress,-,46.73,1.81,4.15,3.19,0.82,1.13,1.95,0.3,0.07,2.2
Leasehold Improvements,-,37.24,16.45,19.82,60.52,56.1,58.29,73.95,90.49,228.55,264.28
