Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Long-Term Deferred Tax Liabilities,-,-,-,-,-,-,-,-,1.3,1.4,0.65
Other Long-Term Liabilities,97.54,100.64,96.22,112.01,127.49,139.79,119.77,152.25,"1,693",908.67,"1,014"
Total Liabilities,"68,950","67,432","65,611","63,544","69,129","59,897","46,099","42,170","39,173","33,464","30,656"
"Preferred Stock, Redeemable",22.14,22.14,22.14,22.14,22.14,22.14,50.16,50.16,50.16,50.16,50.16
Common Stock,1.05,1.05,1.05,1.05,1.05,1.05,1.04,1.04,1.04,1.04,1.04
Additional Paid-In Capital,"4,921","4,909","4,843","4,791","4,650","4,572","4,447","4,366","4,299","4,255","4,229"
Retained Earnings,"5,023","4,571","4,195","3,834","2,974","2,261","2,148","1,652","1,195","1,220","1,088"
Treasury Stock,"-2,575","-2,229","-2,019","-2,030","-1,353","-1,017",-459.81,-205.51,-90.14,-8.29,-6.1
Comprehensive Income & Other,"-1,276","-1,661","-1,896","-2,525",-325.07,189.99,-169.94,-427.97,-350.65,-320.29,-256.89
Total Common Equity,"6,094","5,591","5,125","4,071","5,947","6,007","5,967","5,385","5,054","5,148","5,055"
Shareholders' Equity,"6,116","5,613","5,147","4,093","5,969","6,029","6,017","5,435","5,104","5,198","5,105"
Total Liabilities & Equity,"75,066","73,045","70,758","67,638","75,098","65,926","52,115","47,605","44,277","38,662","35,762"
Total Debt,"1,393","1,312","1,242","1,577","1,342","1,579","1,583","1,673","2,024","2,057","2,430"
Net Cash (Debt),"3,793","5,529","6,189","4,501","16,656","10,598","2,093","2,894","3,653","1,258",182.56
Net Cash Growth,-35.72%,-10.66%,37.49%,-72.97%,57.16%,406.42%,-27.68%,-20.78%,190.44%,588.92%,-
Net Cash Per Share,55.13,77.20,86.21,59.80,204.57,123.27,21.58,28.56,35.80,12.17,1.77
Filing Date Shares Outstanding,66.67,69.61,72.25,71.87,79.92,84.26,88.58,100.07,102.17,103.8,103.67
Total Common Shares Outstanding,66.96,70.14,72.15,71.85,79.85,84.24,95.59,99.94,102.07,103.79,103.62
Book Value Per Share,91.00,79.71,71.03,56.66,74.48,71.30,62.42,53.88,49.51,49.60,48.79
Tangible Book Value,"5,116","4,645","4,217","3,149","5,166","5,313","5,267","4,687","4,391","4,475","4,371"
Tangible Book Value Per Share,76.40,66.22,58.45,43.83,64.69,63.07,55.10,46.90,43.02,43.12,42.18
