Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Comprehensive Income & Other,3.78,-2.5,-6.8,-26,-1.53,2.45,1.29,1.58,2.19,0.25,0.8
Total Common Equity,"1,417","1,734","2,898","4,060","4,606","1,467",129.9,2.71,73.65,85.09,124.74
Minority Interest,81.99,73.62,-,-,-,-,-,-,-,-,-
Shareholders' Equity,"1,499","1,808","2,898","4,060","4,606","1,467",131.05,34.36,74.36,94.71,125.89
Total Liabilities & Equity,"3,105","3,603","4,903","5,764","5,950","2,251",659.51,390.33,270.81,240.83,209.46
Total Debt,991.43,"1,079",968.85,898.73,810.15,561.93,429.29,272.52,103.71,68.35,14.81
Net Cash (Debt),-825.53,-872.94,-833.82,"1,260","3,059",750.48,-289.8,-233.92,-78.88,-22.33,49.15
Net Cash Growth,-,-,-,-58.83%,307.66%,-,-,-,-,-,-65.66%
Net Cash Per Share,-0.80,-1.11,-1.40,2.17,5.48,2.12,-1.22,-1.07,-0.36,-0.12,0.28
Filing Date Shares Outstanding,"1,373",925.18,684.26,593.39,577.86,568.32,306.03,233.84,228.59,191.19,180.11
Total Common Shares Outstanding,"1,201",913.9,606.14,590.35,577.65,458.05,303.38,219.16,228.49,191.14,180.09
Working Capital,288.37,729,822.17,"2,670","4,028","1,381",179.7,9.25,3.89,44.45,88.52
Book Value Per Share,1.18,1.90,4.78,6.88,7.97,3.20,0.43,0.01,0.32,0.45,0.69
Tangible Book Value,"1,339","1,649","2,709","3,604","4,227","1,355",115.52,-10.2,60.42,72.86,111.61
Tangible Book Value Per Share,1.12,1.80,4.47,6.10,7.32,2.96,0.38,-0.05,0.26,0.38,0.62
Land,-,5.6,6.05,1.77,1.17,1.17,-,-,0.09,0.09,0.09
Buildings,-,-,-,-,-,-,-,-,20.56,20.55,20.5
Machinery,-,343.09,77.11,48.15,-,-,-,-,-,-,-
Construction In Progress,-,502.94,"1,110",575.14,169.42,15.59,-,-,-,-,-
Leasehold Improvements,-,15.63,95.23,21.36,2.1,1.12,0.86,0.21,-,-,-
