Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Long-Term Deferred Charges,-,-,-,-,-,-,-,-,-,0.18,0.2
Other Long-Term Assets,100.78,91.91,79.59,33.17,32.65,29.11,4.69,13.32,0.67,15.13,13.02
Total Assets,"2,140","1,836","1,771","1,900","1,628","1,616","1,612","1,627","1,854","1,728","1,474"
Accounts Payable,9.12,12.21,7.85,10,7.16,10.98,13.39,19.37,10.26,14.05,19
Accrued Expenses,67.19,64.31,51.73,54.24,45.65,50.89,37.11,35.22,32,30.29,39.1
Current Portion of Long-Term Debt,456.26,456.33,578.75,-,-,-,94.17,-,-,-,227.17
Current Portion of Leases,-,3.4,2.88,3.17,3.84,3.17,3.44,-,-,-,-
Current Income Taxes Payable,-,-,-,-,-,-,0.05,1.51,14.88,10.66,1.41
Current Unearned Revenue,234.51,178.01,153.6,189.06,291.67,219.94,146.65,111.67,307.14,360.19,106.23
Other Current Liabilities,18.04,11.56,86.33,14.88,23.24,10.79,10.75,11.63,12.16,10.29,7.07
Total Current Liabilities,785.11,725.81,881.13,271.35,371.56,295.76,305.56,179.4,376.44,425.48,399.97
Long-Term Debt,17.14,15.44,29.02,607.07,422.75,367.99,350.59,317.38,285.13,272.02,259.6
Long-Term Leases,14.35,15.77,17.39,19.92,17.78,23.04,24.14,-,-,-,-
Long-Term Unearned Revenue,177.4,182.12,223.87,237.58,19.46,108.07,123.65,157.63,309.67,261.01,289.04
Other Long-Term Liabilities,45.52,39.17,37.87,33.68,43.69,24.84,21.86,34.14,10.03,14.97,3.98
Total Liabilities,"1,040",978.31,"1,189","1,170",875.24,819.71,825.8,688.55,981.27,973.49,952.59
Common Stock,0.71,0.71,0.69,0.72,0.72,0.71,0.71,0.71,0.71,0.7,0.7
Additional Paid-In Capital,804.33,808.54,742.98,717.1,713.6,738.48,727.4,685.51,680.04,683.55,663.07
Retained Earnings,"2,089","1,776","1,462","1,492","1,441","1,414","1,413","1,436","1,249","1,121",847.03
Treasury Stock,"-1,794","-1,727","-1,624","-1,484","-1,410","-1,380","-1,379","-1,183","-1,072","-1,065","-1,000"
Comprehensive Income & Other,0.22,-0.46,-0.65,-0.92,-0.57,-0.18,-0.07,-2.47,-2.08,-0.51,-0.18
Total Common Equity,"1,100",857.22,581.55,724.9,745.24,773.37,761.56,936.73,855.27,739.71,510.52
Minority Interest,-,-,-,5.62,7.68,23.2,24.72,1.28,17.88,14.66,11.38
Shareholders' Equity,"1,100",857.22,581.55,730.51,752.92,796.57,786.28,938.01,873.15,754.37,521.9
Total Liabilities & Equity,"2,140","1,836","1,771","1,900","1,628","1,616","1,612","1,627","1,854","1,728","1,474"
Total Debt,487.75,490.94,628.04,630.16,444.37,394.21,472.34,317.38,285.13,272.02,486.77
Net Cash (Debt),775.39,467.27,378.32,571.62,497.26,532.44,452.36,628.4,872.87,680.74,446.94
Net Cash Growth,112.74%,23.51%,-33.82%,14.95%,-6.61%,17.70%,-28.02%,-28.01%,28.22%,52.31%,-8.36%
Net Cash Per Share,23.02,15.73,13.46,18.75,15.91,17.14,14.23,17.80,24.40,19.35,12.26
Filing Date Shares Outstanding,25.74,25.68,25.49,29.67,30.69,30.83,30.72,32.62,34.63,34.31,35
Total Common Shares Outstanding,25.78,25.68,25.58,29.67,30.69,30.82,30.7,33.53,34.62,34.3,35.41
Working Capital,695.6,505.01,286.5,"1,073",678.72,706.79,710.77,844.86,"1,019",795.64,610.99
Book Value Per Share,42.66,33.38,22.73,24.43,24.28,25.10,24.81,27.94,24.70,21.57,14.42
Tangible Book Value,763.57,526.16,246.13,348.48,359.23,332.61,302.8,457.61,511.26,409.44,231.74
Tangible Book Value Per Share,29.62,20.49,9.62,11.75,11.71,10.79,9.86,13.65,14.77,11.94,6.54
Land,-,-,-,-,-,-,-,-,-,-,0.7
Buildings,-,3.52,3.52,3.52,3.57,3.55,3.7,3.71,3.62,3.58,11.36
Machinery,-,25.03,17.56,17.13,17.06,18.24,13.77,17.09,16.02,14.09,27.1
Leasehold Improvements,-,15.21,14.8,12.64,11.74,11.08,11.32,11.36,9.71,9.69,7.54
Order Backlog,-,"1,675",-,-,-,-,-,-,-,-,-
