Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Other Current Liabilities,-,-,-,-,-,0.62,3.6,1.6,1.3,0.84,20
Long-Term Debt,507.01,546.94,546.24,818.04,815.33,282.5,282.13,281.77,281.41,281.04,280.68
"Federal Home Loan Bank Debt, Long-Term",-,-,-,-,-,-,-,-,-,-,"1,500"
Long-Term Leases,-,204.07,111.07,106.69,69.44,82.53,95.9,-,-,-,-
Trust Preferred Securities,113.41,113.41,113.41,113.41,113.41,113.4,113.41,113.41,113.41,113.41,113.41
Other Long-Term Liabilities,489.71,273.21,210.91,147.38,166.26,157.08,167.28,151.26,163.54,134.15,98.01
Total Liabilities,"28,900","27,364","25,157","25,359","31,522","34,855","29,747","25,757","22,873","19,688","17,280"
"Preferred Stock, Non-Redeemable",300,300,300,300,300,150,150,150,150,150,150
Total Preferred Equity,300,300,300,300,300,150,150,150,150,150,150
Common Stock,0.52,0.52,0.51,0.51,0.51,0.5,0.5,0.5,0.5,0.5,0.46
Additional Paid-In Capital,"1,070","1,057","1,046","1,026","1,009",991.9,978.21,967.89,961.31,955.47,714.55
Retained Earnings,"2,712","2,496","2,435","2,264","1,948","1,713","1,664","1,381","1,091",903.19,757.82
Treasury Stock,-361.08,-301.84,-220.33,-115.31,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Comprehensive Income & Other,-84.22,-183.11,-362,-418.94,-47.72,15.77,8.95,0.52,0.43,0.42,0.72
Total Common Equity,"3,337","3,068","2,899","2,755","2,910","2,721","2,651","2,350","2,053","1,860","1,474"
Shareholders' Equity,"3,637","3,368","3,199","3,055","3,210","2,871","2,801","2,500","2,203","2,010","1,624"
Total Liabilities & Equity,"32,537","30,732","28,356","28,415","34,732","37,726","32,548","28,258","25,076","21,697","18,904"
Total Debt,895.42,"1,828","2,541","2,331","3,239","3,689","3,085","4,978","3,577","2,530","2,073"
Net Cash (Debt),"2,142","1,312",615.66,"2,606","4,705","5,515","1,052","-2,045",-866.22,100.27,-434.1
Net Cash Growth,-9.38%,113.15%,-76.37%,-44.63%,-14.69%,424.24%,-,-,-,-,-
Net Cash Per Share,46.10,27.93,12.67,51.04,92.01,109.03,20.87,-40.67,-17.23,2.14,-9.35
Filing Date Shares Outstanding,45.64,46.01,47.41,48.23,50.63,50.47,50.35,50.24,49.65,49.52,45.89
Total Common Shares Outstanding,45.68,46.23,47.24,48.78,50.62,50.47,50.34,50.2,49.64,49.5,45.87
Book Value Per Share,73.05,66.36,61.37,56.48,57.48,53.92,52.67,46.82,41.35,37.56,32.12
Tangible Book Value,"3,336","3,066","2,898","2,754","2,892","2,704","2,633","2,332","2,034","1,840","1,454"
Tangible Book Value Per Share,73.02,66.32,61.34,56.45,57.14,53.57,52.31,46.45,40.97,37.17,31.69
