Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Long-Term Leases,61.93,55.57,68.79,47.85,49.32,31.43,40.85,-,-,-,-
Trust Preferred Securities,-,-,-,-,55.69,55.52,55.34,27.32,140.57,60.4,60.57
Other Long-Term Liabilities,214.7,-,-,193.67,145.78,177.08,111.67,92.9,73.4,63.47,72.65
Total Liabilities,"20,854","23,347","23,919","24,192","21,476","19,383","18,270","14,297","12,971","7,249","6,483"
"Preferred Stock, Redeemable",-,-,-,-,-,-,-,-,-,-,30.85
"Preferred Stock, Convertible",-,-,-,-,-,0.77,0.77,-,-,-,-
Total Preferred Equity,-,-,-,-,-,0.77,0.77,-,-,-,30.85
Common Stock,1.45,1.26,1.25,1.27,1.13,1.08,1.14,0.92,0.92,0.63,0.3
Additional Paid-In Capital,"2,849","2,512","2,500","2,530","2,165","2,014","2,117","1,598","1,586",711.66,662.38
Retained Earnings,817.02,"1,377","1,330","1,256","1,093",901.01,848.85,674.94,514.87,454.03,385.99
Comprehensive Income & Other,-313.48,-360.91,-404.38,-517.56,-10.55,59.73,20.89,-27.37,-17.26,-15.21,-2.67
Total Common Equity,"3,354","3,529","3,426","3,269","3,249","2,976","2,988","2,246","2,085","1,151","1,046"
Shareholders' Equity,"3,354","3,529","3,426","3,269","3,249","2,977","2,989","2,246","2,085","1,151","1,077"
Total Liabilities & Equity,"24,208","26,876","27,346","27,461","24,725","22,360","21,259","16,543","15,056","8,400","7,560"
Total Debt,754.36,"1,218","1,475","1,434","1,957","2,055","1,877","1,795","1,643",448.59,322.26
Net Cash (Debt),-32.62,-427.25,-758.43,-645.79,-293.77,"1,418",-875.68,-956.8,"-1,042",-158.32,-51.47
Net Cash Per Share,-0.25,-3.39,-5.98,-5.19,-2.67,12.87,-8.86,-10.31,-14.91,-2.56,-0.91
Filing Date Shares Outstanding,144.72,125.81,125.33,127.15,112.37,108.09,113.28,92.52,92.2,62.7,60.73
Total Common Shares Outstanding,144.7,125.65,125.18,127.05,112.72,108.08,113.63,92.35,92.03,62.56,60.56
Book Value Per Share,23.18,28.08,27.37,25.73,28.82,27.53,26.30,24.33,22.65,18.40,17.27
Tangible Book Value,"1,946","2,111","1,993","1,821","1,997","1,789","1,805","1,309","1,136",749.65,665.08
Tangible Book Value Per Share,13.45,16.80,15.92,14.33,17.71,16.56,15.89,14.18,12.34,11.98,10.98
