Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Total Liabilities & Equity,"25,395","25,440","42,088","42,895","46,917","59,093","49,046","53,154","57,597","68,684","67,559"
Total Debt,"9,551","10,037","10,230","16,290","17,069","17,915","30,309","31,174","34,412","38,750","48,263"
Net Cash (Debt),"-7,733","-7,632","-6,594","-11,561","-13,674","-14,839","-21,896","-29,321","-32,263","-37,335","-47,005"
Net Cash Per Share,-22.29,-20.34,-15.49,-23.26,-24.03,-24.65,-31.02,-37.65,-38.05,-36.94,-51.73
Filing Date Shares Outstanding,336.78,348.75,377.55,456.14,522.87,577.41,632.6,742.1,809.25,"1,068",888.24
Total Common Shares Outstanding,337.67,348.73,382.61,459.35,527.36,580.5,632.6,742.1,809.25,"1,068",888.24
Working Capital,-128.8,166.4,"1,309","2,376","1,856","1,291","1,922","-6,165","-5,634","-2,671","-5,801"
Book Value Per Share,37.74,35.46,49.82,48.84,49.18,23.54,21.51,6.31,8.41,12.89,11.99
Tangible Book Value,"7,727","7,923","15,081","10,778","14,069",817,"-1,018","-10,066","-9,158","-5,726","-24,151"
Tangible Book Value Per Share,22.88,22.72,39.42,23.46,26.68,1.41,-1.61,-13.56,-11.32,-5.36,-27.19
Machinery,"11,217","9,064","8,848","14,540","15,063","15,461","28,646","26,970","26,587","30,465","36,740"
