Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Accrued Expenses,437.9,370.58,352.11,357.44,111.5,127.37,120.57,141.53,160.18,123.39,148.25
Interest Bearing Deposits,"42,315","29,425","26,071","22,277","12,013","11,119","9,528","9,251","8,197","7,182","5,608"
Institutional Deposits,-,"2,000","1,500",793.4,252.8,285.1,983.6,"1,133",727.5,544.8,303.76
Non-Interest Bearing Deposits,"12,692","9,399","9,664","11,931","6,303","5,634","4,042","3,965","3,681","3,016","2,489"
Total Deposits,"55,006","40,824","37,235","35,001","18,569","17,037","14,553","14,350","12,606","10,743","8,401"
Short-Term Borrowings,277.5,244.7,269.31,962.19,42.15,19.35,362.81,282.69,351.33,236.58,318.06
Current Portion of Long-Term Debt,"1,915","1,093",285.21,432.8,392.28,431.17,327.78,362.29,384.81,-,-
Current Portion of Leases,12.41,43.68,-,-,-,-,-,-,-,-,-
Other Current Liabilities,-,-,-,-,-,-,-,-,0.35,0.32,0.43
Long-Term Debt,564.17,404.14,607.27,592.89,237.44,198.97,183.97,182.31,183.08,536.9,556.63
"Federal Home Loan Bank Debt, Long-Term","4,063","3,752","4,281","3,829","1,886","1,991","1,823","1,613","1,610","1,353","1,023"
Long-Term Leases,246.08,181.21,225.92,225.43,93.47,98.41,106.91,5.26,5.39,4.09,4.04
Trust Preferred Securities,198.5,136.64,136.64,136.64,42,42,52.31,60.31,60.31,45,45
Other Long-Term Liabilities,179.85,161.87,134.63,97.53,67.51,41.81,28.63,41.05,3.1,3.2,3.6
Total Liabilities,"62,901","47,212","43,527","41,635","21,442","19,988","17,559","17,039","15,364","13,046","10,500"
"Preferred Stock, Non-Redeemable",230.5,230.5,230.5,230.5,-,-,-,-,-,-,-
Total Preferred Equity,230.5,230.5,230.5,230.5,-,-,-,-,-,-,-
Common Stock,390.77,318.98,292.66,292.9,165.84,165.37,169.62,175.14,152.04,135.16,114.3
Additional Paid-In Capital,"5,961","4,571","4,160","4,174","1,881","1,876","1,944","2,032","1,639","1,348","1,088"
Retained Earnings,"2,251","1,966","1,619","1,217",968.01,783.89,682.19,527.68,413.13,390.29,323.76
Comprehensive Income & Other,-524.39,-746.04,-738.81,-786.42,-2.38,147.77,56.21,-44.95,-50.27,-59.37,-34.8
Total Common Equity,"8,079","6,110","5,332","4,898","3,012","2,973","2,852","2,690","2,154","1,814","1,491"
Shareholders' Equity,"8,309","6,340","5,563","5,129","3,012","2,973","2,852","2,690","2,154","1,814","1,491"
Total Liabilities & Equity,"71,210","53,552","49,090","46,763","24,454","22,961","20,412","19,728","17,518","14,860","11,992"
Total Debt,"7,277","5,856","5,805","6,179","2,693","2,781","2,857","2,506","2,594","2,176","1,947"
Net Cash (Debt),"-5,413","-4,481","-4,464","-5,282","-1,812","-2,051","-2,644","-2,268","-2,397","-1,986","-1,776"
Net Cash Per Share,-15.58,-14.41,-15.30,-19.09,-10.92,-12.34,-15.31,-14.49,-17.30,-15.48,-15.28
Filing Date Shares Outstanding,390.77,318.98,292.7,292.92,165.85,165.38,169.05,175.16,152.06,135.2,114.31
Total Common Shares Outstanding,390.77,318.98,292.66,292.9,165.84,165.37,169.62,175.14,152.04,135.16,114.3
Book Value Per Share,20.67,19.15,18.22,16.72,18.16,17.98,16.82,15.36,14.17,13.42,13.05
Tangible Book Value,"5,152","3,814","3,231","2,773","1,940","1,890","1,755","1,576","1,273","1,122",871.23
Tangible Book Value Per Share,13.18,11.96,11.04,9.47,11.70,11.43,10.35,9.00,8.37,8.30,7.62
