Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Total Current Liabilities,139.58,227.57,248.3,319.27,283.31,239.48,181.59,220.71,122.61,99.65,105.94
Long-Term Debt,96.96,2.37,0.09,5.03,25.38,0.37,55.04,54.9,54.44,110.39,151.1
Long-Term Leases,52.35,20.68,25.16,11.14,10.56,14.57,18.3,0.19,-,-,-
Long-Term Unearned Revenue,1.73,1.88,2.4,3.2,3.33,3.18,18,14.61,-,-,-
Long-Term Deferred Tax Liabilities,-,1.57,1.48,1.28,1.02,0.89,1.11,0.65,0.7,0.46,-
Other Long-Term Liabilities,5.86,8.87,10.79,10.37,18.96,19.4,11.15,17.4,37.09,13.46,11.92
Total Liabilities,296.49,262.93,288.22,350.29,342.56,277.88,285.18,308.46,214.85,223.96,268.96
Common Stock,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01
Additional Paid-In Capital,157.62,157.56,157.77,157.67,157.44,157.26,156.73,126.41,123.84,86.76,83.38
Retained Earnings,6.4,-91.51,-160.79,-187.1,-198.37,-149.89,-126.91,-135.16,-82.15,-34.54,12.94
Treasury Stock,-1.59,-0.82,-0.92,-0.97,-1.12,-1.29,-1.34,-9.85,-9.54,-11.58,-11.45
Shareholders' Equity,162.45,65.25,-3.92,-30.37,-42.02,6.1,28.5,-18.58,32.17,40.66,84.87
Total Liabilities & Equity,458.95,328.18,284.3,319.91,300.54,283.98,313.67,289.88,247.02,264.62,353.84
Total Debt,156.34,148.38,174.2,224.9,195.17,149.04,116.85,109.78,91.49,123.92,151.1
Net Cash (Debt),-107.3,-93.13,-151.44,-200.6,-188.92,-128.07,-116.84,-109.73,-91.49,-121.62,-142.66
Net Cash Per Share,-4.65,-4.05,-6.59,-8.74,-8.25,-5.60,-5.43,-5.90,-6.64,-11.13,-12.98
Filing Date Shares Outstanding,23.04,23.01,22.97,22.95,22.93,22.89,22.86,22.86,22.81,10.92,10.75
Total Common Shares Outstanding,23.04,23,22.97,22.95,22.93,22.89,22.86,18.64,18.43,10.92,10.75
Working Capital,179.29,26.77,-42.92,-63.99,-53.08,-36.79,40.94,-4.68,48.15,84.3,143.1
Book Value Per Share,7.05,2.84,-0.17,-1.32,-1.83,0.27,1.25,-1.00,1.75,3.72,7.89
Tangible Book Value,131.09,32.96,-37.67,-65.87,-79.64,-34.06,-14.71,-65.42,-19.15,-15.2,23.29
Tangible Book Value Per Share,5.69,1.43,-1.64,-2.87,-3.47,-1.49,-0.64,-3.51,-1.04,-1.39,2.17
Land,-,-,-,-,-,-,-,-,-,-,0.26
Buildings,-,-,-,-,-,-,-,-,-,-,1.47
Machinery,55.71,48.64,46.96,45.75,44.36,43.03,41.24,38.45,27.38,24.49,23.52
Construction In Progress,0.67,2.45,1.65,0.47,1.13,1.67,1.68,1.24,2.04,2.08,2.47
Leasehold Improvements,11.23,8.35,6.99,7.11,7.11,6.73,6.75,6.41,6.32,6.2,6.45
