Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Current Portion of Leases,6.19,6.09,5.95,5.3,6.01,5.13,5.36,-,-,-,-
Current Income Taxes Payable,10.68,12.62,8.5,8.72,4.33,5.3,5.87,4.4,1.72,3.33,7.36
Other Current Liabilities,-,44.15,47.37,114.47,50.84,35.31,33.73,10.88,6.56,5.29,4.04
Total Current Liabilities,302.77,332.43,324.75,344.57,244.91,156.21,184.47,189.18,167.11,142.24,131.08
Long-Term Debt,139.98,115.73,127.9,151.49,132.9,10.14,10.73,22.91,36.21,53.06,76.44
Long-Term Leases,17.41,20.46,24.52,24.34,29.22,21.35,24.64,-,-,-,-
Long-Term Deferred Tax Liabilities,-,-,-,-,-,-,-,-,3.82,3.45,3.75
Total Liabilities,460.16,468.62,477.16,520.4,407.03,187.7,219.83,212.08,207.14,198.75,211.27
Common Stock,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
Additional Paid-In Capital,109.01,106.7,98.57,90.19,87.13,75.71,70.66,69.97,66,63.1,62.03
Retained Earnings,826.96,763.24,693.85,620.1,560.66,503.57,474.64,448.73,422.57,402.71,388.43
Treasury Stock,-60.34,-52.86,-52.86,-37.48,-37.48,-37.48,-37.48,-37.48,-37.48,-37.48,-36.82
Comprehensive Income & Other,-4.78,-72.24,-40.19,-56.06,-38.43,-6,-39.85,-33.65,-17.83,-57.98,-48.09
Total Common Equity,870.89,744.87,699.39,616.78,571.92,535.84,468,447.61,433.3,370.39,365.59
Minority Interest,233.61,197.77,192.78,171.36,166.41,166.62,140.99,138.14,137.34,113.27,110.8
Shareholders' Equity,"1,104",942.65,892.17,788.15,738.33,702.45,609,585.75,570.64,483.66,476.39
Total Liabilities & Equity,"1,565","1,411","1,369","1,309","1,145",890.15,828.83,797.83,777.77,682.41,687.66
Total Debt,229.87,192.19,192.37,209.67,184.05,51.19,53.05,46.06,60.58,74.56,98.61
Net Cash (Debt),-42.01,44.52,-5.7,52.63,135.58,245.12,200.08,214.95,217.66,181.47,161.21
Net Cash Growth,-,-,-,-61.18%,-44.69%,22.51%,-6.92%,-1.25%,19.95%,12.57%,-42.42%
Net Cash Per Share,-1.31,1.39,-0.18,1.65,4.26,7.74,6.31,6.82,6.95,5.82,5.18
Filing Date Shares Outstanding,32.06,32.12,32.02,32.11,31.84,31.64,31.53,31.44,31.27,31.15,31.04
Total Common Shares Outstanding,32.06,32.11,32,31.97,31.83,31.61,31.51,31.38,31.24,31.14,31.04
Working Capital,687.97,582.41,514.28,443.16,464.81,444.52,388.83,382.43,382.17,329.89,337.67
Book Value Per Share,27.16,23.20,21.85,19.29,17.97,16.95,14.85,14.26,13.87,11.90,11.78
Tangible Book Value,542.67,462.39,403.04,325.93,357.87,321.73,266.02,243.28,232.8,186.52,164.25
Tangible Book Value Per Share,16.92,14.40,12.59,10.20,11.24,10.18,8.44,7.75,7.45,5.99,5.29
Land,-,147.79,157.06,148.14,136.13,-,-,-,-,-,-
Machinery,-,59.8,55.39,59.69,52.04,51.06,37.74,36.47,37.07,31.33,27.76
Leasehold Improvements,-,8.46,9.36,2.29,2.08,1.99,1.76,1.64,1.64,1.64,1.63
