Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Total Liabilities & Equity,"45,788","45,761","44,594","46,048","42,472","48,185","44,793","44,760","20,201","13,632","10,425"
Total Debt,"14,742","14,193","15,311","22,581","18,353","22,252","17,777","9,187",643.37,"4,782","1,327"
Net Cash (Debt),"-10,671","-9,722","-9,935","-14,665","-13,986","-7,921","-7,130","1,585",915.59,"-2,858",475.54
Net Cash Growth,-,-,-,-,-,-,-,73.17%,-,-,-
Net Cash Per Share,-11.08,-10.01,-10.19,-17.14,-17.57,-10.71,-9.78,2.87,1.98,-58.41,9.72
Filing Date Shares Outstanding,963.95,962.96,959.66,956.69,799.89,789.28,733.65,725.12,48.94,48.94,48.94
Total Common Shares Outstanding,963.95,962.84,959.45,869.81,799.82,783.74,733.65,725.12,48.94,48.94,48.94
Working Capital,"-11,929","-11,950","-9,706","-14,344","-10,952","-2,564",99.67,41.09,"-5,925","-6,736","-1,389"
Book Value Per Share,13.84,13.88,12.60,7.19,6.49,11.81,13.05,24.87,-292.69,-312.75,-155.64
Tangible Book Value,"2,996","2,325",989.65,"-4,853","-6,504","-1,694","-1,419","5,829","-22,585","-21,410","-12,449"
Tangible Book Value Per Share,3.11,2.41,1.03,-5.58,-8.13,-2.16,-1.93,8.04,-461.53,-437.52,-254.40
Buildings,-,588.69,588.69,588.69,588.69,588.69,588.69,588.69,589.54,-,-
Machinery,-,"1,402","1,681","1,990","2,325","2,438","2,549","2,115","1,560","1,184",862.1
Construction In Progress,-,100.99,23.54,9.14,6.82,25.29,80.39,67.02,7.42,3.84,-
Leasehold Improvements,-,187.56,164.56,162.65,194.34,141.07,129.01,97.94,79.04,35.39,33.74
