Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Current Portion of Long-Term Debt,-,51,51,29.69,-,-,-,-,-,-,-
Current Portion of Leases,15.58,16.76,21.02,18.99,9.65,9.29,7.36,-,-,-,-
Current Income Taxes Payable,5.05,17.33,7.71,6.2,1.45,0.3,2.06,-,2.77,-,-
Current Unearned Revenue,28.9,30.36,31.64,30.84,12.65,5.57,6.7,3.81,3.33,0.02,-
Other Current Liabilities,54.18,111.12,68.18,43.28,1.2,30.75,33.12,11.78,25.95,3.17,8.14
Total Current Liabilities,492.9,556.18,481.84,494.56,200.78,195.49,248.47,249.29,210.29,40.54,42.62
Long-Term Debt,"1,314","1,532","1,578","1,624",1.48,-,-,-,-,-,-
Long-Term Leases,50.61,43.11,54.93,62.77,36.04,43.41,28.9,-,-,-,-
Long-Term Unearned Revenue,-,9.05,10.59,16.24,-,0.34,0.57,14.49,47.25,-,-
Long-Term Deferred Tax Liabilities,41.37,48.81,55.87,126.01,1.49,1.66,2.09,0.72,1.49,1.37,1.37
Other Long-Term Liabilities,76.83,49.69,74.04,102.46,24.92,20.53,35.12,57.24,39.67,2.63,2.96
Total Liabilities,"1,976","2,239","2,255","2,426",264.71,261.43,315.14,321.74,298.7,44.53,46.95
Common Stock,2.47,2.45,2.41,2.4,2.13,2.11,2.07,2.05,2.02,1.63,1.61
Additional Paid-In Capital,"1,451","1,412","1,366","1,331",721.41,693.07,668.95,657.9,625.57,162.83,145.13
Retained Earnings,706.62,690.16,807.85,837.5,911.79,808.65,721.78,620.75,585.62,516.98,453.9
Treasury Stock,-0.01,-0.09,-0.26,-0.24,-0.03,-0.04,-0.16,-0.1,-,-0.01,-
Comprehensive Income & Other,-32.98,-139.4,-53.08,-80.98,-19.27,-1.52,-15.4,-16.95,-14.96,-21.27,-20.76
Shareholders' Equity,"2,127","1,965","2,123","2,090","1,616","1,502","1,377","1,264","1,198",660.16,579.87
Total Liabilities & Equity,"4,103","4,204","4,378","4,516","1,881","1,764","1,692","1,585","1,497",704.69,626.83
Total Debt,"1,380","1,643","1,705","1,735",47.17,52.7,36.26,-,-,-,-
Net Cash (Debt),"-1,076","-1,322","-1,426","-1,492",521.42,359.44,257.75,383.2,322.07,445.08,377.4
Net Cash Growth,-,-,-,-,45.07%,39.45%,-32.74%,18.98%,-27.64%,17.94%,8.83%
Net Cash Per Share,-43.77,-54.20,-59.18,-62.53,23.94,16.65,11.96,17.74,15.44,25.80,22.88
Filing Date Shares Outstanding,24.69,24.52,24.14,24,23.79,21.14,20.77,20.5,20.24,16.34,16.12
Total Common Shares Outstanding,24.69,24.52,24.14,23.99,21.28,21.06,20.74,20.49,20.21,16.34,16.09
Working Capital,714.39,885.8,739.43,740.64,829.03,725.29,633.73,677.75,654.37,528.56,462.39
Book Value Per Share,86.17,80.16,87.96,87.11,75.94,71.34,66.40,61.67,59.29,40.41,36.05
Tangible Book Value,-36.34,-208.33,-219.62,-342.1,"1,384","1,272","1,135","1,119","1,042",632.2,549.47
Tangible Book Value Per Share,-1.47,-8.50,-9.10,-14.26,65.05,60.41,54.70,54.61,51.57,38.69,34.16
Land,179.89,177.09,278.25,274.06,243.38,241.2,230.45,212.28,206.85,63.52,56.72
Machinery,676.67,647.26,725.66,637.1,492.19,457.79,369.93,350.96,329.02,165.25,160.33
Construction In Progress,89.77,87.01,117.22,152.91,72.15,53.72,101.43,70.86,57.14,15.18,6
