Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Current Unearned Revenue,34.99,37.54,38.54,30.72,39.61,34.55,21.02,18.06,16.51,9.14,10.27
Other Current Liabilities,-,3.26,1.26,-,-,0.71,0.07,-,-,-,-
Total Current Liabilities,166.02,149.58,149.12,145.96,151.7,144.78,104.91,81.1,70.17,47.75,47
Long-Term Debt,-,19.79,39.54,59.28,78.99,98.68,58.85,68.58,78.28,-,-
Long-Term Leases,17.38,17.72,21.08,28.43,38.75,48.77,43.39,-,-,-,-
Long-Term Unearned Revenue,-,-,-,-,0.3,0.52,0.22,0.7,-,-,-
Long-Term Deferred Tax Liabilities,12.31,6.9,10.82,11.36,15.36,16.01,5.08,11.68,9.17,2.17,0.9
Other Long-Term Liabilities,20.8,18.09,19.11,20.38,21.08,21.19,14.47,14.32,13.77,12.64,12.18
Total Liabilities,216.5,212.08,239.68,265.4,306.17,329.95,226.92,176.38,171.39,62.55,60.08
Common Stock,513.47,0.76,0.76,0.76,0.76,0.75,0.7,0.7,0.69,0.68,0.68
Additional Paid-In Capital,-,354.98,353.32,344.73,340.84,334.69,217.01,214.92,221.18,226.78,233.98
Retained Earnings,-,160.23,119.88,85.58,71.56,44.64,17.91,2.67,-12.93,-13.28,-32.61
Treasury Stock,-,-9.42,-9.42,-9.42,-9.42,-9.42,-9.42,-9.42,-9.42,-9.42,-9.42
Comprehensive Income & Other,-,-26.92,-17.26,-21.14,2.82,11.03,-2.38,-7.82,0.53,-11.17,-11.68
Total Common Equity,513.47,479.63,447.27,400.5,406.55,381.69,223.82,201.04,200.04,193.6,180.94
Minority Interest,13.72,-,2.68,2.44,2.27,2.52,1.68,1.44,2.18,1.7,1.25
Shareholders' Equity,527.19,479.63,449.95,402.94,408.82,384.21,225.5,202.48,202.23,195.3,182.19
Total Liabilities & Equity,743.69,691.71,689.62,668.34,714.99,714.16,452.42,378.87,373.62,257.85,242.27
Total Debt,43.54,63.75,87.05,116.57,148.36,177.17,120.45,78.48,78.28,-,-
Net Cash (Debt),38.67,152.44,115.07,63.72,61.88,5.39,-54.16,-13.85,-6.81,96.36,94
Net Cash Growth,-68.56%,32.48%,80.59%,2.97%,1047.68%,-,-,-,-,2.50%,16.78%
Net Cash Per Share,0.69,2.71,2.07,1.15,1.11,0.10,-1.07,-0.28,-0.14,1.94,1.91
Filing Date Shares Outstanding,55.93,55.89,55.74,55.16,55.08,54.68,50.23,49.98,49.78,49.04,48.86
Total Common Shares Outstanding,55.93,55.89,55.73,55.14,55.07,54.66,50.16,49.98,49.76,49.04,48.76
Working Capital,85.74,185.56,165.78,139.35,148.65,122.58,42.31,48.91,60.8,72.45,51.34
Book Value Per Share,9.18,8.58,8.03,7.26,7.38,6.98,4.46,4.02,4.02,3.95,3.71
Tangible Book Value,82.57,177.16,129.92,80.84,63.27,18.09,-4.87,-30.3,-23.69,91.64,83.37
Tangible Book Value Per Share,1.48,3.17,2.33,1.47,1.15,0.33,-0.10,-0.61,-0.48,1.87,1.71
Buildings,-,-,-,8.19,9.21,10.48,9.41,6.47,6.7,6.05,2.78
Machinery,-,42.27,41.73,48.36,54.5,53.86,50.27,37.95,37.29,22.81,19.71
Leasehold Improvements,-,8.59,9.04,-,-,-,-,-,-,-,-
