Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Other Long-Term Liabilities,14.59,3.79,6.72,23.02,16.36,53.49,9.53,36.55,32.41,29.91,36.71
Total Liabilities,"2,351","2,153","1,877","1,942","1,712","1,528","1,414",909.08,799.05,797.42,799.97
Common Stock,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0
Additional Paid-In Capital,"1,147",988.15,722.75,436.29,342.59,307.79,262.87,242.84,212.26,198.39,197.3
Retained Earnings,-94.84,-76.79,-79.58,-82.62,-93.27,-118,-103.16,-117.92,-150.16,-150.21,-164.57
Comprehensive Income & Other,5.97,-9.06,-12.48,-20.68,-20.42,-24.05,-8.03,2.26,-0.55,0.31,-0.15
Total Common Equity,"1,059",902.31,630.7,333,228.9,165.74,151.69,127.18,61.56,48.49,32.58
Minority Interest,255.42,231.1,182.66,158.46,117.25,92.56,81.45,73.07,8.37,3.57,3.88
Shareholders' Equity,"1,314","1,133",813.36,491.45,346.16,258.3,233.14,200.25,69.93,52.05,36.46
Total Liabilities & Equity,"3,665","3,287","2,690","2,434","2,058","1,787","1,647","1,109",868.98,849.48,836.43
Total Debt,"1,848","1,729","1,491","1,513","1,398","1,185","1,181",672.28,609.13,638.73,638.72
Net Cash (Debt),"-1,043",-988.84,"-1,149","-1,386","-1,263","-1,083","-1,141",-658.57,-557.81,-617.28,-638.27
Net Cash Per Share,-13.98,-13.23,-17.76,-24.17,-23.65,-21.28,-22.71,-13.53,-11.77,-13.23,-14.13
Filing Date Shares Outstanding,77.15,74.04,68.48,57.84,56.18,52.27,50.69,50.07,48.23,47.2,47.19
Total Common Shares Outstanding,77.03,74.04,67.96,57.72,53.55,51.64,50.31,48.98,47.72,46.57,46.28
Working Capital,502.86,539.54,141.82,-99.54,-50.52,-127.69,-86.25,-30.83,43.75,62.57,72.41
Book Value Per Share,13.74,12.19,9.28,5.77,4.27,3.21,3.01,2.60,1.29,1.04,0.70
Tangible Book Value,106.1,110.29,-139.38,-450.9,-341.52,-359.53,-333.28,-331.5,-235.64,-233.75,-252.08
Tangible Book Value Per Share,1.38,1.49,-2.05,-7.81,-6.38,-6.96,-6.62,-6.77,-4.94,-5.02,-5.45
Land,-,0.25,0.25,0.25,0.25,0.25,0.25,0.25,-,-,0.25
Machinery,-,909.78,827.84,736.6,696.37,613.08,547.17,552.57,-,-,459.02
Construction In Progress,-,56.6,42.7,73.4,18,-,-,-,-,-,-
Leasehold Improvements,-,594.33,515.25,460.86,432.62,399.25,377.68,337.88,-,-,232.55
