Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Total Current Liabilities,"1,903","1,211","1,202","1,197","1,176","1,088","1,015",837.5,738.4,635.3,531.1
Long-Term Debt,"1,792","2,345","1,378","1,374","1,370",-,-,-,24.8,27.1,29.5
Long-Term Leases,572.3,453.9,479.2,736.9,799.7,931.2,850.1,89.9,71.6,129.6,181.2
Other Long-Term Liabilities,59.6,68.4,90.8,112.1,39.4,34.4,25.9,89.9,82.2,89.4,83.1
Total Liabilities,"4,327","4,078","3,149","3,420","3,385","2,053","1,891","1,017",917,881.4,824.9
Additional Paid-In Capital,"2,100","2,404","2,598","2,512","2,448","2,564","2,531","2,338",533.1,446,297.3
Retained Earnings,"-3,634","-3,147","-2,742","-2,772","-2,739","-2,241","-1,726","-1,660","-1,050",-937.5,-727.3
Comprehensive Income & Other,2.1,-10.1,-21.5,-48.9,-2.6,10.9,3.3,-1.2,4.2,-1,0.3
Total Common Equity,"-1,531",-752.4,-165.8,-309.4,-293.9,333.8,808.4,676.8,-512.4,-492.5,-429.7
Shareholders' Equity,"-1,531",-752.4,-165.8,-309.4,-293.9,333.8,808.4,676.8,102.9,122.8,185.6
Total Liabilities & Equity,"2,796","3,325","2,984","3,110","3,091","2,387","2,699","1,694","1,020","1,004","1,011"
Total Debt,"3,255","2,997","2,031","2,295","2,369","1,120","1,007",163.7,208.8,295.7,343.8
Net Cash (Debt),"-2,329","-1,402",-674.6,-951.2,-650.6,1.8,152.3,925.6,221.2,57,13.1
Net Cash Growth,-,-,-,-,-,-98.82%,-83.55%,318.44%,288.07%,335.12%,-
Net Cash Per Share,-6.35,-3.48,-1.58,-2.13,-1.64,0.00,0.37,2.58,1.13,0.30,0.07
Filing Date Shares Outstanding,258.74,301.75,343.98,357.86,381.65,414.72,418.85,411.27,196.8,187.2,187.4
Total Common Shares Outstanding,255.5,295.9,336.7,349.4,375.5,405.8,417,409.6,196.8,187.2,187.4
Working Capital,-820.5,527.6,315.1,293.3,674,139.7,228.4,372.7,-220.3,-221.9,-105.7
Book Value Per Share,-5.99,-2.54,-0.49,-0.89,-0.78,0.82,1.94,1.65,-2.60,-2.63,-2.29
Tangible Book Value,"-2,025","-1,250",-626.1,-801,-704.1,63.4,526.5,565.6,-628.3,-612.7,-558.8
Tangible Book Value Per Share,-7.93,-4.22,-1.86,-2.29,-1.88,0.16,1.26,1.38,-3.19,-3.27,-2.98
Buildings,-,-,-,-,-,-,-,-,36.6,36.6,36.6
Machinery,807.3,840.9,794.8,691.1,656.2,672.6,784.8,691.2,684.3,629.4,551.8
Construction In Progress,28.8,0.2,4.6,2.8,11.7,21,36.3,32.8,7.2,0.5,25.8
Leasehold Improvements,95.1,101.9,96.1,118,106.7,96.9,211.4,150.5,118.6,114.1,43.3
