Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Net Cash Per Share,-15.71,-18.41,-19.42,-14.40,-11.57,-10.76,-18.84,-17.22,-14.63,-13.71,-16.46
Filing Date Shares Outstanding,77.08,79.25,77.88,81.56,83.09,82.61,81.57,82.13,89.63,88.69,91.1
Total Common Shares Outstanding,77.84,79.27,77.83,81.64,83.26,82.46,81.44,83.25,89.58,88.32,90.89
Working Capital,594.72,739.6,586.99,439.07,320.95,330.93,205.16,194.65,202.89,118.32,79.55
Book Value Per Share,28.45,27.02,24.04,21.37,17.62,15.38,14.24,12.82,11.61,9.77,9.30
Tangible Book Value,"1,774","1,702","1,438","1,316","1,082",968.9,860.35,768.54,710.08,532.63,515.86
Tangible Book Value Per Share,22.79,21.47,18.48,16.12,13.00,11.75,10.56,9.23,7.93,6.03,5.68
Land,-,174.96,172.4,162.64,156.17,136.02,137.42,134.87,129.81,126.12,134.25
Buildings,-,616.52,591.99,570.6,552.97,495.81,474.11,434.05,404.68,377.07,313.71
Machinery,-,"1,665","1,508","1,379","1,228","1,171","1,224","1,148","1,105","1,047","1,034"
Construction In Progress,-,14,31.04,14.59,6.66,2.99,16.87,16.31,8.04,11.92,66.34
Leasehold Improvements,-,47.52,43.09,42.24,39.67,38.77,34.35,27.17,26.77,26.93,28.15
Order Backlog,-,"1,513","3,733",-,-,-,-,-,-,-,-
