Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Long-Term Deferred Tax Liabilities,-,0.71,0.33,0.32,0.3,0.76,0.4,-,-,-,-
Other Long-Term Liabilities,425.07,417.84,10.94,3.67,4.3,2.81,6.45,149.4,232.48,286.97,271.25
Total Liabilities,"1,798","1,351",545.33,423.7,448.68,465.03,558.25,686.54,838.04,970.8,937.88
Common Stock,0.01,0.01,0.01,0.18,0.18,0.17,0.15,0.15,0.13,0.11,0.1
Additional Paid-In Capital,"2,486","2,474","2,439","2,346","2,147","2,097","1,970","1,937","1,869","1,649","1,591"
Retained Earnings,"-2,125","-2,128","-2,065","-2,040","-1,783","-1,671","-1,559","-1,575","-1,571","-1,482","-1,350"
Comprehensive Income & Other,4.04,13.45,5.07,9.24,1.89,-2.94,-3.45,-3.84,-6.94,-5.38,-4.83
Shareholders' Equity,364.83,358.88,378.98,314.77,365.43,423.07,407.34,358.95,291.22,161.82,237.13
Total Liabilities & Equity,"2,162","1,710",924.31,738.47,814.11,888.09,965.59,"1,045","1,129","1,133","1,175"
Total Debt,572.3,542.04,392.55,222.07,269.67,400.49,480.64,463.53,514.02,576.37,581.22
Net Cash (Debt),-226,-150.88,-335.8,-189.99,-255.37,-387.16,-473.04,-448.32,-472.38,-566.14,-573.74
Net Cash Per Share,-1.79,-1.20,-2.74,-1.58,-2.17,-3.54,-4.29,-5.30,-6.07,-7.98,-6.99
Filing Date Shares Outstanding,126.84,126.44,126.67,120.73,119.8,111.86,111.03,96.54,84.13,199.45,194.31
Total Common Shares Outstanding,126.82,126.42,125.41,120.74,119.77,111.64,97.64,96.45,84.13,198.85,194.31
Working Capital,242.6,306.09,-33.26,-115.83,7.31,-45.73,0.2,-37.18,-23.91,-134.32,-68.54
Book Value Per Share,2.88,2.84,3.02,2.61,3.05,3.79,4.17,3.72,3.46,0.81,1.22
Tangible Book Value,221.53,243.08,318.33,284.36,333.53,395.48,382.14,333.84,279.55,154.94,231.3
Tangible Book Value Per Share,1.75,1.92,2.54,2.36,2.78,3.54,3.91,3.46,3.32,0.78,1.19
Land,3.89,3.22,2.68,1.68,1.15,3.11,3.29,3.31,3.32,3.33,3.15
Machinery,"1,200","1,285","1,350","1,357","1,519","1,510","1,506","1,495","1,287","1,302","1,302"
Construction In Progress,988.26,387.1,257.12,124.55,54.52,22.63,21.17,23.02,242.16,219.73,183.45
Leasehold Improvements,2.49,2.18,2.15,2.08,2.09,1.66,1.63,1.48,1.97,1.89,1.67
