Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Other Long-Term Liabilities,108.91,82.05,96.3,101.6,110.73,101.15,108.71,218.88,176.61,112.62,69.25
Total Liabilities,"7,397","7,919","7,656","7,750","8,333","2,876","2,428","2,446","2,411","2,923","1,734"
Common Stock,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Additional Paid-In Capital,"4,086","3,914","3,700","3,477","3,535","2,634","2,266","2,114","1,935","1,665","1,563"
Retained Earnings,442.73,"1,127",878.66,733.59,830.23,"1,160","1,068",841.05,917.96,528.91,302.69
Comprehensive Income & Other,-569.37,-947.14,-841.62,"-1,125",-399.83,-133.83,-222.87,-197.26,-140.35,-316.81,-266.95
Total Common Equity,"3,959","4,094","3,737","3,086","3,965","3,660","3,111","2,757","2,713","1,877","1,599"
Shareholders' Equity,"3,959","4,094","3,737","3,086","3,965","3,660","3,111","2,757","2,713","1,877","1,599"
Total Liabilities & Equity,"11,356","12,012","11,393","10,835","12,299","6,536","5,539","5,203","5,124","4,800","3,333"
Total Debt,"5,429","6,167","5,800","5,817","6,174","2,252","1,773","1,596","1,581","2,030","1,188"
Net Cash (Debt),"-3,383","-3,173","-4,170","-4,936","-5,583",-119.4,-695.38,-769.86,-980.4,"-1,604",-199.66
Net Cash Per Share,-55.60,-48.07,-57.86,-78.92,-93.53,-2.11,-12.08,-12.58,-15.99,-25.92,-3.17
Filing Date Shares Outstanding,60.77,60.73,62.35,63.33,61.74,56.33,56.13,57.06,59.8,59.74,61.18
Total Common Shares Outstanding,60.74,60.63,62.26,63.21,61.63,56.17,56.14,57.5,59.9,59.82,61.31
Working Capital,"1,482","3,590","1,899","1,673","1,802","2,186","1,266",888.52,674.33,490.66,"1,031"
Book Value Per Share,65.18,67.52,60.03,48.82,64.34,65.15,55.41,47.95,45.30,31.38,26.08
Tangible Book Value,"-2,434","-2,378","-3,434","-4,401","-5,015",506.39,-250.01,-901.54,"-1,214","-2,028",-244.1
Tangible Book Value Per Share,-40.08,-39.22,-55.16,-69.63,-81.36,9.02,-4.45,-15.68,-20.26,-33.91,-3.98
Land,73.49,71.9,70.91,68.94,64.01,47.56,47.05,46.65,46.73,46.03,1.78
Machinery,126.21,116.14,107.57,100.49,99.73,63.81,56.59,47.67,42.35,33.01,19.37
Construction In Progress,38.87,34.49,18.66,67.39,86.51,7.26,5.15,51.24,21.74,33.43,63.01
Leasehold Improvements,60.74,70.2,67.72,64.78,66.32,54.11,52.29,33.27,28.78,9.33,9.3
