Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Accounts Payable,48.76,50.81,25.18,42.56,22.07,27.84,47.68,34.54,24.69,23.27,19.21
Accrued Expenses,51.29,52.71,32.14,61.29,24.4,40.17,36.23,28.65,54.4,54.2,57.46
Current Portion of Long-Term Debt,22.61,23.88,19.26,18.8,18.7,15.54,7.5,7.5,8.58,4.38,4.38
Current Portion of Leases,1.59,4.49,6.7,7.72,9.17,9.36,19.78,-,-,-,-
Current Income Taxes Payable,-,15.84,21.28,16.67,19.78,-,6.84,6.2,-,-,-
Current Unearned Revenue,383.14,359.53,392.53,382.42,374.5,312.24,314.34,295.99,275.06,244.5,230.22
Other Current Liabilities,421.99,744.84,700.04,701.18,641.02,608.26,556.48,432.77,611.88,353.77,255.04
Total Current Liabilities,929.38,"1,252","1,197","1,231","1,110","1,013",988.84,805.66,974.61,680.12,566.3
Long-Term Debt,"1,045","1,051",765.41,840.24,937.48,519.65,461.36,379.81,429.65,338.18,404.15
Long-Term Leases,5.03,34.19,40.09,44.92,53.39,17.36,95.62,-,-,-,-
Long-Term Unearned Revenue,1.77,2.02,2.4,2.82,4.25,4.68,1.8,2.56,3.64,6.44,7.12
Long-Term Deferred Tax Liabilities,9.25,9.52,93.29,125.76,148.47,54.09,44.59,44.29,48.02,29.56,28
Other Long-Term Liabilities,5.7,4.8,5.25,4.29,1.34,9.41,3.99,9.2,5.63,8.37,7.19
Total Liabilities,"1,996","2,354","2,104","2,249","2,255","1,619","1,596","1,242","1,462","1,063","1,013"
Common Stock,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06
Additional Paid-In Capital,"1,370","1,291","1,203","1,075",968.93,544.96,457.8,399.24,351.04,310.45,276.34
Retained Earnings,-21.18,-84.3,198.87,197.05,242.46,236.71,234.86,246.48,225.03,152.73,134.88
Treasury Stock,"-1,231","-1,060",-591.56,-537.29,-500.91,-353.09,-290.67,-266.88,-239.2,-215.24,-199.86
Comprehensive Income & Other,-9.2,-4.87,-1.69,8.94,6.52,-2.5,-5.29,-5.11,-0.64,-0.46,-0.83
Shareholders' Equity,108.19,141.99,808.71,744.03,717.06,426.15,396.76,373.78,336.29,247.55,210.59
Total Liabilities & Equity,"2,104","2,496","2,912","2,993","2,972","2,045","1,993","1,615","1,798","1,310","1,223"
Total Debt,"1,074","1,114",831.45,911.68,"1,019",561.91,584.27,387.31,438.22,342.56,408.53
Net Cash (Debt),"-1,036","-1,046",-784.01,-879.99,-963.59,-526.16,-552.46,-356.44,-408.25,-325.65,-393.16
Net Cash Per Share,-21.47,-20.69,-14.59,-17.06,-19.98,-10.80,-11.44,-7.42,-8.55,-6.88,-8.46
Filing Date Shares Outstanding,47.02,48.42,52.37,51.87,50.77,47.1,47.83,47.3,46.82,46.35,45.87
Total Common Shares Outstanding,47.24,48.43,52.52,51.72,50.79,47.57,47.82,47.3,46.82,46.33,45.87
Working Capital,-290.55,-275.79,-267.38,-312,-258.66,-194.34,-254.3,-207.67,-175.24,-172.2,-167.19
Book Value Per Share,2.29,2.93,15.40,14.38,14.12,8.96,8.30,7.90,7.18,5.34,4.59
Tangible Book Value,"-1,215","-1,192",-987.16,"-1,082","-1,161",-599.04,-656.52,-538.15,-562.71,-481.95,-540.08
Tangible Book Value Per Share,-25.72,-24.61,-18.79,-20.93,-22.86,-12.59,-13.73,-11.38,-12.02,-10.40,-11.77
Land,-,9.55,9.55,9.55,9.55,9.55,-,-,-,-,-
Buildings,-,73.4,73,72.16,72.16,71.23,-,-,-,-,-
Machinery,-,43.93,55.9,53.46,52.75,61.86,79.38,86.31,86.32,91.65,88.68
Construction In Progress,-,-,1.61,3.5,2.14,3.44,0.21,0.23,3.1,2.97,2.34
Leasehold Improvements,-,10.21,10.35,11.82,12.09,6.04,24.3,26.8,22.36,19.94,17.17
