Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Total Liabilities & Equity,"1,408","1,284",904.42,760.09,771.6,461.19,456.79,430.6,412.14,322.86,285.27
Total Debt,631.58,630.68,285.67,287.9,287.37,199.8,191.96,183.51,201.51,120.64,113.43
Net Cash (Debt),-360.11,-479.51,-64.55,-239.67,-187.07,-191.93,-129.63,-140.5,-170.36,-93.28,41.26
Net Cash Growth,-,-,-,-,-,-,-,-,-,-,-33.99%
Net Cash Per Share,-17.53,-24.82,-3.55,-14.74,-14.85,-16.04,-10.77,-11.94,-14.75,-8.06,3.57
Filing Date Shares Outstanding,20.9,20.31,19.72,16.35,16.55,12,11.9,11.85,11.65,11.59,11.45
Total Common Shares Outstanding,20.91,19.65,19.12,16.35,16.12,12,11.9,11.85,11.65,11.59,11.5
Working Capital,427.85,334,374.34,244.82,234.24,91.76,126.02,-12.67,92.38,71.06,180.83
Book Value Per Share,24.19,20.54,22.64,19.18,20.71,16.31,17.89,16.64,15.00,14.64,13.92
Tangible Book Value,-56.48,-198.14,195.52,33.83,11.88,3.61,28.82,-7.92,-56.87,-7.98,91.85
Tangible Book Value Per Share,-2.70,-10.08,10.23,2.07,0.74,0.30,2.42,-0.67,-4.88,-0.69,7.99
Land,-,1.58,1.55,1.55,5.95,4.67,4.57,4.56,0.16,0.16,0.09
Buildings,-,24.44,17.88,16.66,19.97,11.63,10.28,10.08,3.84,3.76,3.68
Machinery,-,68.7,50.41,53.15,46.77,39.11,34.98,26.81,12.33,8.18,5.62
Construction In Progress,-,4.57,7.69,4.6,2.94,3.39,3.5,5.04,10.66,4.29,2.19
Leasehold Improvements,-,1.3,-,-,-,-,-,-,-,-,-
Order Backlog,-,-,-,-,-,-,-,-,0.5,0.8,0.5
