Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Shareholders' Equity,-48.54,-32.64,52.34,145.7,233.92,296.61,205.24,73.19,45.52,-7.23,4.68
Total Liabilities & Equity,611.74,621.04,627.5,594.21,504.52,512.52,371.49,233.18,161.05,102.74,83.4
Total Debt,306.6,314.99,277.35,184.03,56.89,58.12,52.07,-,-,20,10
Net Cash (Debt),-115.04,-155.13,-118.35,11.97,99.08,164.17,107.68,94.93,73.76,11.14,21.39
Net Cash Growth,-,-,-,-87.92%,-39.65%,52.46%,13.43%,28.71%,561.92%,-47.91%,-
Net Cash Per Share,-1.55,-2.13,-1.62,0.17,1.39,2.38,1.64,1.53,1.49,0.33,0.62
Filing Date Shares Outstanding,73.82,74.05,73.4,72.84,72.23,70.7,67.49,64.25,60.74,34.27,34.27
Total Common Shares Outstanding,73.82,74.03,73.37,72.82,71.46,70.68,67.47,63.92,60.6,34.27,34.27
Working Capital,69.29,80.79,43.18,152.25,122.54,209.53,165.38,81.23,50.11,12.37,19.46
Book Value Per Share,-0.66,-0.44,0.71,2.00,3.27,4.20,3.04,1.15,0.75,-1.85,-1.47
Tangible Book Value,-78.94,-60.44,21.35,114.1,198.98,290,205.24,73.19,45.52,-63.49,-50.53
Tangible Book Value Per Share,-1.07,-0.82,0.29,1.57,2.78,4.10,3.04,1.15,0.75,-1.85,-1.47
Machinery,4.83,4.64,4.02,13.41,8.66,7.11,8.4,3.32,2.29,1.99,1.68
Construction In Progress,0.46,0.62,-,-,-,-,-,-,-,-,-
Leasehold Improvements,55.45,54.09,53.31,45.96,41.01,36.26,37.13,9.96,4.23,4.1,3.56
Order Backlog,-,546,489.7,-,-,-,-,-,-,-,-
