Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Long-Term Debt,"1,738","2,334","2,330","2,326","2,571","2,855","2,847","2,852","2,873","2,134","1,785"
Long-Term Leases,254.68,278.17,259.55,271.42,283.63,249.35,270.85,0.03,-,-,-
Pension & Post-Retirement Benefits,-,-,-,128.6,155.46,213.02,212.28,186.38,187.83,192.47,195.92
Long-Term Deferred Tax Liabilities,-,44.36,56.11,55.2,39.99,60.89,56.49,-,-,-,-
Other Long-Term Liabilities,364.52,307.36,298.49,152.78,176.73,191.44,170.23,283.26,296.3,253.7,275.72
Total Liabilities,"4,332","4,280","4,287","4,121","4,825","4,925","4,834","4,571","4,981","4,086","3,902"
Common Stock,441.37,441.37,441.37,441.37,441.37,441.37,441.37,441.37,441.37,441.37,441.37
Additional Paid-In Capital,"1,773","1,780","1,775","1,808","1,832","1,843","1,826","1,813","1,808","1,791","1,790"
Retained Earnings,"3,895","3,604","3,062","2,848","2,457","1,554","1,413","1,627","2,169","3,545","3,746"
Treasury Stock,"-2,925","-2,567","-2,224","-2,130","-2,220","-2,283","-2,319","-2,355","-2,390","-2,427","-2,495"
Comprehensive Income & Other,-923.22,-994.45,-904.97,-911.48,-941.27,-944.58,-869.48,-859.23,-781.79,-943.03,-848.9
Shareholders' Equity,"2,261","2,264","2,149","2,056","1,569",610.14,491.71,666.9,"1,247","2,408","2,633"
Total Liabilities & Equity,"6,593","6,544","6,436","6,178","6,394","5,535","5,325","5,238","6,228","6,494","6,535"
Total Debt,"2,675","2,687","2,667","2,672","2,928","3,185","3,192","2,856","3,123","2,326","2,102"
Net Cash (Debt),"-1,983","-1,299","-1,405","-1,911","-2,197","-2,422","-2,562","-2,262","-2,044","-1,457","-1,209"
Net Cash Per Share,-6.04,-3.78,-3.94,-5.31,-6.15,-6.94,-7.40,-6.56,-5.95,-4.23,-3.56
Filing Date Shares Outstanding,310.8,330.2,344,355.71,352.24,348.17,346.87,345.4,343.92,342.45,340.01
Total Common Shares Outstanding,310.9,330,348.5,354.4,350.7,348.2,346.8,345.3,343.8,342.4,339.7
Working Capital,"1,181","1,811","1,780","1,541","1,276","1,141",971.07,"1,097","1,476","1,434","1,356"
Book Value Per Share,7.27,6.86,6.17,5.80,4.47,1.75,1.42,1.93,3.63,7.03,7.75
Tangible Book Value,526.69,521.84,371.66,252.62,-298.22,"-1,302","-1,452","-1,307",-788.77,359.71,548.43
Tangible Book Value Per Share,1.69,1.58,1.07,0.71,-0.85,-3.74,-4.19,-3.79,-2.29,1.05,1.61
Land,48.48,42.58,19.84,18.05,21.81,24.91,25.11,25.02,25.11,25.11,27.05
Buildings,374.03,350.92,313.75,303.83,317.11,331.9,302.96,294.23,303.5,280.23,275.27
Machinery,"1,109","1,082","1,116","1,165","1,300","1,339","1,560","1,707","1,790","1,698","1,605"
Construction In Progress,73.94,62.13,48.48,79.74,55.56,47.96,-,-,-,-,-
Leasehold Improvements,110.03,107.14,121.57,104.14,115.84,130.79,183.25,240.64,213.24,261.25,245.08
