Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Total Debt,438.4,427.41,582.7,648.01,568.92,"1,515","1,710","2,701","3,105","3,821","4,531"
Net Cash (Debt),-197.4,-336.06,-493.31,-562.84,-244.12,-764.71,"-1,649","-2,313","-2,784","-3,356","-4,072"
Net Cash Per Share,-1.32,-2.18,-3.12,-3.34,-1.29,-3.65,-7.43,-10.87,-16.15,-24.97,-30.63
Filing Date Shares Outstanding,147.37,150.78,157.59,157.01,178.5,198.96,209.39,224.32,187.5,168.4,133.26
Total Common Shares Outstanding,147.37,150.79,157.59,157.01,180.61,205.91,210.41,224.32,187.5,133.38,133.26
Working Capital,-88.87,-140.58,-228.81,-155.19,172.39,639.23,-128.99,27.05,-85.9,-324.43,-412.5
Book Value Per Share,7.59,6.36,6.03,4.94,6.32,11.06,13.39,9.19,8.40,4.74,2.44
Tangible Book Value,341.53,248.23,119.4,41.09,451.2,"1,476","1,647",-799.24,"-1,458","-2,702","-3,255"
Tangible Book Value Per Share,2.32,1.65,0.76,0.26,2.50,7.17,7.83,-3.56,-7.78,-20.26,-24.43
Land,143.87,127.41,129.23,127.15,121.17,126.23,135.81,234.83,243.18,396.82,419.98
Buildings,381.56,347.52,377.95,348.93,328.34,351.48,351.23,645.18,669.97,"1,220","1,294"
Machinery,574.03,504.65,556.13,494,459.19,494.08,494.71,952.12,977.38,"1,160","1,142"
Construction In Progress,10.84,28,22.67,11.87,9.62,7.25,33.72,60.92,62.47,103.21,93.26
Leasehold Improvements,152,125.69,137.17,117.82,106.81,121.68,124.43,356.66,366.74,399.56,384.66
