Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Total Assets,"55,964","52,589","47,960","41,970","38,469","34,933","27,805","25,031","22,206","11,195","8,715"
Interest Bearing Deposits,"34,982","33,061","30,633","23,848","20,240","19,505","14,390","12,744","10,770","5,757","4,802"
Institutional Deposits,"1,792","1,611",-,"1,300",603.8,808.3,995.3,"1,796","1,300",602.9,279.5
Non-Interest Bearing Deposits,"8,953","8,170","7,907","9,813","10,461","7,392","4,795","4,309","4,381","2,399","1,890"
Total Deposits,"45,727","42,843","38,540","34,961","31,305","27,706","20,181","18,849","16,452","8,759","6,971"
Short-Term Borrowings,371.84,314.9,279.63,291.39,232.58,303.09,214.16,150.73,153.71,108.58,95.65
Current Portion of Long-Term Debt,-,-,-,-,-,-,622.52,356,-,-,-
Current Portion of Leases,-,38.62,-,-,-,-,-,-,-,-,-
Accrued Interest Payable,48.48,55.62,66.97,19.48,12.5,24.93,42.18,23.59,10.48,5.57,2.59
"Federal Home Loan Bank Debt, Long-Term","1,777","1,874","2,138",464.44,888.68,"1,088","1,440","1,088","1,320",406.3,300.31
Long-Term Leases,-,266.39,307.09,135.57,100.66,90.74,86.46,-,-,-,-
Trust Preferred Securities,426.48,425.82,424.94,424.06,423.17,670.58,749.08,485.13,465.51,350.77,141.61
Pension & Post-Retirement Benefits,-,-,-,-,-,-,-,-,-,1.2,6.3
Other Long-Term Liabilities,756.42,339.1,167.5,154.46,196.66,145.41,114.3,112.96,96.44,66.2,41.06
Total Liabilities,"49,107","46,158","41,924","36,451","33,159","30,028","23,450","21,065","18,498","9,698","7,559"
"Preferred Stock, Redeemable",217.13,217.13,217.13,217.13,217.13,217.13,-,-,-,-,-
Common Stock,77.56,77.24,76.77,76.45,76.14,75.85,76.56,77.48,77.74,46.36,40.91
Additional Paid-In Capital,"3,141","3,130","3,109","3,075","3,046","3,028","3,064","3,107","3,115","1,083",839.62
Retained Earnings,"3,580","3,176","2,785","2,342","1,864","1,408","1,184",833.13,519.14,381.07,278.57
Comprehensive Income & Other,-159.77,-167.94,-152.53,-190.76,107.19,175.85,30.53,-52.11,-4.24,-14.23,-3.49
Total Common Equity,"6,639","6,215","5,819","5,302","5,093","4,687","4,356","3,966","3,708","1,497","1,156"
Shareholders' Equity,"6,856","6,432","6,036","5,519","5,311","4,905","4,356","3,966","3,708","1,497","1,156"
Total Liabilities & Equity,"55,964","52,589","47,960","41,970","38,469","34,933","27,805","25,031","22,206","11,195","8,715"
Total Debt,"2,575","2,920","3,150","1,315","1,645","2,152","3,112","2,079","1,939",865.65,537.56
Net Cash (Debt),814.96,651.25,-260.44,533.76,"3,429","1,816","-2,592","-1,731","-1,396",-846.32,-330.59
Net Cash Growth,8128.60%,-,-,-84.43%,88.79%,-,-,-,-,-,-
Net Cash Per Share,10.50,8.44,-3.40,7.01,45.16,24.01,-33.76,-22.34,-21.71,-19.35,-8.71
Filing Date Shares Outstanding,76.92,76.66,76.24,75.97,75.68,75.91,77.21,77.01,77.29,49.1,40.38
Total Common Shares Outstanding,76.9,76.54,76.06,75.78,75.53,75.77,76.24,76.96,77.14,45.7,40.25
Book Value Per Share,86.33,81.20,76.50,69.97,67.44,61.86,57.13,51.53,48.07,32.75,28.71
Tangible Book Value,"4,772","4,334","3,933","3,414","3,235","2,821","2,479","2,105","1,834",924.3,706.24
Tangible Book Value Per Share,62.05,56.63,51.71,45.05,42.83,37.23,32.51,27.35,23.77,20.23,17.55
