Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Net Cash (Debt),"-1,292","-1,339","-1,229",-815.95,-657.52,-569.42,-787.29,-268.18,-212.44,-207.53,-155.64
Net Cash Per Share,-28.27,-29.56,-27.44,-18.34,-14.81,-13.19,-20.60,-7.33,-5.81,-5.71,-4.27
Filing Date Shares Outstanding,45.71,45.44,44.97,44.55,44.19,43.81,41.59,36.02,36,35.84,35.94
Total Common Shares Outstanding,45.71,45.27,44.68,44.23,44.01,43.59,41.5,35.98,35.92,35.84,35.94
Working Capital,693.42,708.59,590.23,471.88,346.19,275.57,309.93,188.13,112.68,128.67,100.12
Book Value Per Share,29.30,26.24,22.92,20.52,18.17,15.15,10.26,6.57,5.35,5.05,4.65
Tangible Book Value,-851.64,-923.12,-783.69,-347.07,-425.75,-422.1,-585.18,-247.73,-233.48,-206.25,-133.1
Tangible Book Value Per Share,-18.63,-20.39,-17.54,-7.85,-9.67,-9.68,-14.10,-6.89,-6.50,-5.75,-3.70
Land,-,0.02,0.03,1.28,1.28,1.94,2.52,2.52,2.52,2.52,2.52
Buildings,-,4.57,4.55,9.28,4.72,6.17,10.6,10.58,10.46,10.37,10.23
Machinery,-,609.14,543.05,464.73,382.8,332.83,291.2,242.24,217.24,188.21,148.79
Leasehold Improvements,-,83.29,65.83,50.62,48.65,47.33,43.17,34.48,29.76,23.55,20.74
Order Backlog,-,924.8,838.34,631.66,464.13,376.48,-,-,-,-,-
