Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
"Federal Home Loan Bank Debt, Long-Term",-,-,"3,950",906.18,6.33,771.48,906.64,751.79,-,-,-
Long-Term Leases,168,91.91,130.58,91.69,95.43,113.59,119.43,-,-,-,-
Trust Preferred Securities,438,438.56,424.34,411.45,381.12,343.49,363.31,389.59,377.76,363.14,356.71
Pension & Post-Retirement Benefits,-,65.74,68.32,26.17,28.38,29.46,29.23,27.78,32.1,34.5,36.89
Long-Term Deferred Tax Liabilities,-,-,-,-,4.35,5.44,52.93,25.85,21.93,-,-
Other Long-Term Liabilities,668,490.19,485.1,287.74,279.45,260.77,259.75,237.72,234.33,272.35,262.93
Total Liabilities,"59,706","46,458","47,179","29,369","27,892","26,531","24,533","22,883","21,711","20,896","19,557"
Common Stock,"8,189","5,817","5,803","3,450","3,445","3,515","3,514","3,513","3,517","3,515","3,521"
Retained Earnings,-131,-237.25,-467.57,-543.8,-697.34,-932.77,770.37,602.48,477.1,422.84,331.3
Comprehensive Income & Other,-268,-461.98,-340.14,-426.86,1.76,122.75,29.55,-58.91,-24.99,-21.34,-2.56
Shareholders' Equity,"7,790","5,118","4,995","2,480","2,749","2,705","4,314","4,056","3,969","3,917","3,849"
Total Liabilities & Equity,"67,496","51,576","52,174","31,849","30,641","29,235","28,847","26,940","25,680","24,813","23,406"
Total Debt,"3,267","4,182","5,018","1,989",984.8,"1,613","1,709","1,455","1,474","1,568","1,550"
Net Cash (Debt),-853,"-2,202","-2,823",-689.71,"1,950","1,207",-428.85,-948.89,-999.18,-249.99,-912.48
Net Cash Growth,-,-,-,-,61.53%,-,-,-,-,-,-
Net Cash Per Share,-3.93,-10.52,-14.41,-5.32,14.88,9.20,-3.26,-7.22,-7.59,-1.90,-6.93
Filing Date Shares Outstanding,299.12,209.65,208.63,129.32,129.07,131.21,131.24,131.25,131.25,131.22,131.26
Total Common Shares Outstanding,299.15,209.54,208.58,129.32,129.07,131.21,131.21,131.23,131.16,131.18,131.18
Book Value Per Share,26.04,24.43,23.95,19.18,21.30,20.61,32.88,30.91,30.26,29.86,29.34
Tangible Book Value,"5,555","3,605","3,362","2,475","2,740","2,689","2,508","2,245","2,152","2,092","2,016"
Tangible Book Value Per Share,18.57,17.20,16.12,19.14,21.23,20.49,19.11,17.11,16.40,15.95,15.37
