Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Total Liabilities,202.65,215.81,221.74,257.45,367.01,356.51,308.71,242.92,120.9,99.09,92.65
Common Stock,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.48,0.48
Additional Paid-In Capital,739.05,723.72,699.55,681.34,658.73,635.6,620.24,617.33,611.06,604.36,589.89
Retained Earnings,"1,046",934.66,789.55,653.28,500.21,353.93,249,129.55,99.13,-25.56,-73.63
Treasury Stock,-41.28,-41.28,-41.28,-41.28,-41.28,-41.28,-41.28,-40.64,-40.16,-40.16,-40.16
Comprehensive Income & Other,0.92,-1.06,-1.09,-18.45,-18.24,-36.02,-17,-16.23,-11.46,-10.67,-9.82
Total Common Equity,"1,745","1,617","1,447","1,275","1,100",912.71,811.45,690.5,659.05,528.47,466.76
Shareholders' Equity,"1,745","1,617","1,447","1,275","1,100",912.71,811.45,690.51,659.05,528.47,466.77
Total Liabilities & Equity,"1,947","1,832","1,669","1,533","1,467","1,269","1,120",933.42,779.96,627.56,559.41
Total Debt,25.05,22.98,26.39,32.78,30.61,8.75,8.48,-,-,-,-
Net Cash (Debt),577.93,469.69,487.73,545,632.57,721.26,637.61,515.35,420.29,328.01,395.49
Net Cash Growth,9.51%,-3.70%,-10.51%,-13.84%,-12.30%,13.12%,23.72%,22.62%,28.13%,-17.06%,37.08%
Net Cash Per Share,12.12,9.86,10.24,11.48,13.36,15.27,13.57,10.99,8.98,7.05,8.33
Filing Date Shares Outstanding,47.54,47.47,47.37,47.25,48.5,47.11,47.19,47.11,47.05,46.98,46.82
Total Common Shares Outstanding,47.54,47.47,47.37,47.77,47.7,47.65,47.49,47.32,47.12,46.91,46.77
Working Capital,928.67,774.42,798.31,763.75,738,759.65,630.93,501.66,455.36,345.16,413.17
Book Value Per Share,36.70,34.05,30.55,26.70,23.06,19.16,17.09,14.59,13.99,11.26,9.98
Tangible Book Value,"1,664","1,522","1,334","1,213","1,025",816.24,693.07,550.56,497.15,344.58,394.75
Tangible Book Value Per Share,35.00,32.06,28.17,25.40,21.49,17.13,14.59,11.63,10.55,7.35,8.44
Land,12.23,12.23,12.23,2.64,2.64,2.64,2.64,1.01,1.01,0.82,0.82
Buildings,164.33,131.29,116.9,99.59,76.6,53.57,47.99,39.29,24.1,20.38,19.64
Machinery,192.47,176.31,167.44,147.77,123.39,94.8,82.32,62.27,37.7,33.83,27.54
Construction In Progress,22.66,45.29,22.49,10.57,18.66,23.59,12.19,12.12,30.01,4.34,2.3
Order Backlog,-,19.5,-,-,-,-,-,-,-,-,-
