Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Total Assets,"14,311","15,262","16,064","17,502","16,872","14,667","14,195","10,961","5,235","4,974","5,139"
Accounts Payable,69.7,50.8,36.6,40.1,53.3,33.2,40.3,30.5,26.05,35.09,72.82
Accrued Expenses,867.9,762.9,787,671.8,679.6,524,564.3,529.5,384.81,320.27,309.61
Short-Term Debt,-,-,-,-,-,-,-,-,-,2.64,3.13
Current Portion of Long-Term Debt,38.2,38.2,47.6,56.2,99.5,81.4,62.9,62.1,35.61,85.6,92.11
Current Portion of Leases,466.9,418.8,383.9,257.7,181.9,170.3,171.1,67.8,56.25,56.6,50.55
Other Current Liabilities,-,144.4,234.9,132.9,118.9,51.1,67,48.5,27.29,36.13,29.56
Total Current Liabilities,"1,443","1,415","1,490","1,159","1,133",860,905.6,738.4,530.01,536.32,557.77
Long-Term Debt,"2,796","2,733","2,718","2,721","2,637","2,231","2,322","2,350","1,215","1,330","1,619"
Long-Term Leases,"7,871","8,060","8,393","9,874","8,686","8,675","8,772","7,081","3,483","3,457","3,514"
Long-Term Unearned Revenue,37.6,42.6,39,46.5,52.2,52.7,43.6,-,-,-,-
Long-Term Deferred Tax Liabilities,117.3,61,117.6,33.9,189.1,126.3,244.6,-,-,126.92,107.92
Other Long-Term Liabilities,92.4,92.4,107.3,71.4,76.8,66.7,54.4,60.7,80.75,67.14,18.17
Total Liabilities,"12,358","12,403","12,865","13,906","12,775","12,012","12,343","10,230","5,308","5,518","5,817"
Common Stock,1.8,1.8,1.8,1.7,1.7,1.6,1.2,1.2,0.93,0.93,0.83
Additional Paid-In Capital,"4,627","4,542","4,437","4,220","4,240","3,167","1,718","1,726","1,008","1,014",988.69
Retained Earnings,"-1,417",-647,-335.5,154.5,-86.5,-507.3,161.6,-968,"-1,052","-1,525","-1,635"
Treasury Stock,"-1,051",-779.5,-779.5,-629.5,-28.4,-28.4,-28.4,-28.4,-28.41,-28.41,-28.41
Comprehensive Income & Other,-201.2,-255,-121.3,-168.6,-54.4,-,-,-,-1.45,-4.68,-4.55
Total Common Equity,"1,959","2,863","3,202","3,578","4,072","2,633","1,853",731.2,-73.15,-543.32,-678.04
Minority Interest,-6,-4.3,-2.5,-1.1,-0.7,-0.4,-0.8,-,-,-,-
Shareholders' Equity,"1,953","2,858","3,200","3,597","4,097","2,656","1,852",731.2,-73.15,-543.32,-678.04
Total Liabilities & Equity,"14,311","15,262","16,064","17,502","16,872","14,667","14,195","10,961","5,235","4,974","5,139"
Total Debt,"11,173","11,249","11,542","12,909","11,605","11,158","11,328","9,561","4,789","4,932","5,279"
Net Cash (Debt),"-10,513","-10,543","-10,470","-11,285","-9,741","-9,304","-10,891","-9,081","-4,511","-4,703","-5,042"
Net Cash Per Share,-70.47,-69.31,-68.84,-63.90,-55.51,-69.43,-92.45,-90.54,-48.30,-55.81,-61.27
Filing Date Shares Outstanding,133.25,147.44,149.42,150.32,166.05,155.98,116.17,116.28,91.41,90.71,81.16
Total Common Shares Outstanding,138.1,147.19,149.11,151.25,167.94,155.19,115.26,116.13,90.96,90.95,80.76
Working Capital,-355,-260.7,169,854.7,"1,090","1,225",-262.8,-60.8,-128.98,-137.05,-185.3
Book Value Per Share,14.18,19.45,21.48,23.66,24.25,16.97,16.07,6.30,-0.80,-5.97,-8.40
Tangible Book Value,"-1,332","-1,230","-1,111",-850.1,-623.1,-37.5,"-1,445","-2,354","-1,504","-1,968","-1,981"
Tangible Book Value Per Share,-9.65,-8.36,-7.45,-5.62,-3.71,-0.24,-12.53,-20.27,-16.53,-21.64,-24.53
Land,-,125.5,137.2,137.1,147.6,105.6,353.2,344,294.7,294.59,288.91
Buildings,-,323.4,323.2,324.6,327.3,205.4,420.4,343,429.02,404.16,396.5
Machinery,-,"1,853","1,846","1,754","1,715","1,620","1,598","1,566","1,386","1,356","1,303"
Construction In Progress,-,491.4,172.8,166.8,70.7,89.8,59.3,25.5,15.62,16.38,9.18
Leasehold Improvements,-,584.4,521.2,353.5,292,219.5,183.6,152.9,130.8,118.94,129.01
