Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Treasury Stock,-172.73,-139.42,-138.93,-138.93,-138.93,-138.93,-138.93,-138.93,-138.93,-138.93,-138.93
Comprehensive Income & Other,-1.56,-1.5,-1.27,-0.99,-1.33,-0.2,-0.38,-0.39,-0.48,-0.56,-0.58
Total Common Equity,630.08,570.07,540.87,464.09,423.6,350.82,205.56,183.66,136.11,130.81,135.03
Minority Interest,0.27,0.22,0.24,0.25,0.31,0.34,0.31,0.43,0.31,0.21,1.05
Shareholders' Equity,630.35,570.29,541.11,464.34,423.91,351.16,205.87,184.09,136.42,131.02,136.09
Total Liabilities & Equity,710.25,641.12,594.89,536.9,477.21,396.24,240.73,221.07,165.72,154.07,157.55
Total Debt,7.36,7.34,8.23,8.46,4.78,4.6,4.38,-,-,-,-
Net Cash (Debt),355.02,269.94,233.99,182.15,222.86,207.31,80.29,70.56,44.23,56.17,62.98
Net Cash Growth,36.41%,15.36%,28.46%,-18.27%,7.50%,158.19%,13.80%,59.52%,-21.26%,-10.81%,13.56%
Net Cash Per Share,7.82,5.98,5.20,4.06,4.96,4.73,1.93,1.73,1.11,1.45,1.61
Filing Date Shares Outstanding,44.65,45.18,44.48,44.12,43.93,43.42,40.6,40.21,39.51,39.08,38.79
Total Common Shares Outstanding,44.67,45.17,44.46,44.08,43.91,43.33,40.53,40.19,39.41,39.01,38.79
Working Capital,463.22,401.21,376.2,298.06,307.67,276.42,149.14,129.06,90.8,89.55,94.91
Book Value Per Share,14.11,12.62,12.16,10.53,9.65,8.10,5.07,4.57,3.45,3.35,3.48
Tangible Book Value,630.08,569.92,540.68,463.83,423.27,350.4,205.05,183.06,135.41,129.98,134.09
Tangible Book Value Per Share,14.11,12.62,12.16,10.52,9.64,8.09,5.06,4.55,3.44,3.33,3.46
Land,-,3.6,3.6,3.6,3.6,3.6,3.6,2.09,2.09,2.09,2.09
Buildings,-,86.5,82.86,73.52,50.14,45.91,45.79,45.17,45.15,43.95,44.65
Machinery,-,313.26,296.43,286.32,257.75,242.06,228.64,215.37,249.71,243.09,236.96
Construction In Progress,-,8.23,17.72,52.94,48.09,17.99,4.36,9.25,4.12,2.47,3.84
Order Backlog,-,155.51,160.81,-,-,-,-,-,-,-,-
