Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Total Deposits,"22,605","23,016","23,323","25,074","16,270","14,217","11,664","10,681","9,935","7,376","7,089"
Short-Term Borrowings,566.2,657.7,"3,513","3,540","1,069","1,109",719.8,721.8,670.9,538.86,511.47
Current Portion of Long-Term Debt,-,"1,417",-,-,-,-,-,-,-,-,-
Current Portion of Leases,-,11.5,-,-,-,-,-,-,-,-,-
Current Income Taxes Payable,-,-,-,-,-,-,-,-,-,-,6.28
Accrued Interest Payable,42.4,47,52.2,14.5,3.7,5.8,12.1,7.8,5.6,5.42,4.96
Other Current Liabilities,68.4,73.5,97.1,93.8,57.5,59,42.7,46.7,50.5,-,-
Long-Term Debt,141.6,28.4,119.9,119.8,111.4,111.3,12.7,14.5,11.7,26.47,26.3
"Federal Home Loan Bank Debt, Long-Term",3.9,253.9,-,-,-,-,-,-,-,-,-
Long-Term Leases,0.7,35,0.9,1,1,1.1,1.2,1.3,1.4,1.5,1.58
Trust Preferred Securities,163.1,163.1,163.1,163.1,87,87,86.9,86.9,82.5,82.48,82.48
Long-Term Deferred Tax Liabilities,-,-,-,-,9.3,27.2,26.7,8.6,-,6.84,9.77
Other Long-Term Liabilities,6.3,5.2,18.4,16.2,3.8,3.7,-,-,-,-,-
Total Liabilities,"23,884","25,833","27,444","29,214","17,685","15,689","12,630","11,606","10,786","8,081","7,778"
Common Stock,"2,439","2,460","2,449","2,478",945,941.1,"1,049",866.7,687,296.07,311.72
Retained Earnings,"1,214","1,166","1,135","1,073","1,053",962.1,953.6,851.8,752.6,694.65,638.37
Comprehensive Income & Other,-204.1,-321.9,-356.5,-477.1,-11,56.6,11,-24.6,-12,-8.13,0.41
Shareholders' Equity,"3,449","3,304","3,228","3,074","1,987","1,960","2,014","1,694","1,428",982.59,950.49
Total Liabilities & Equity,"27,333","29,137","30,671","32,288","19,672","17,649","14,644","13,300","12,213","9,064","8,728"
Total Debt,875.5,"2,566","3,797","3,823","1,269","1,309",820.6,824.5,766.5,649.31,621.83
Net Cash (Debt),600.6,"-2,143","-3,381","-3,427","-1,062",-965.9,-536.2,-594.9,-566.9,-509.19,-486.79
Net Cash Per Share,5.81,-20.77,-32.57,-33.16,-17.20,-15.16,-8.39,-10.22,-10.92,-11.34,-10.66
Filing Date Shares Outstanding,102.89,104.53,103.94,104.44,62.21,62.07,65.28,60.63,56.49,45,45.24
Total Common Shares Outstanding,103.97,104.59,103.94,104.44,62.2,62.1,65.25,60.62,56.47,44.93,45.43
Book Value Per Share,33.17,31.59,31.05,29.43,31.94,31.56,30.87,27.94,25.28,21.87,20.92
Tangible Book Value,"2,291","2,136","2,045","1,876","1,324","1,287","1,330","1,090",933.8,760.13,735.38
Tangible Book Value Per Share,22.04,20.43,19.68,17.96,21.28,20.73,20.39,17.98,16.54,16.92,16.19
