Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Long-Term Deferred Tax Liabilities,17.39,19.09,0.63,0.44,0.87,0.91,2.64,2.52,2.31,6.18,5.6
Other Long-Term Liabilities,200.29,195.46,148.7,130.92,107.8,99.78,92.86,90.67,84.36,63.5,58.34
Total Liabilities,"1,718","1,679","1,514",951.32,861.12,831.76,809.43,748.24,652.81,656.06,655.27
Common Stock,0.64,0.63,0.58,0.52,0.51,0.51,0.48,0.43,0.42,0.42,0.41
Additional Paid-In Capital,"1,693","1,680","1,169",661.76,652.05,639.25,485.33,373.72,356.64,348.43,344.52
Retained Earnings,-122.6,-132.99,-146.52,-171.92,-225,-266.1,-357.02,-388.67,-395.11,-373.31,-366.46
Comprehensive Income & Other,-3.63,3.31,-1.08,7.54,-5.1,-11.52,-6.04,-1.31,0.18,-0.07,0.01
Total Common Equity,"1,567","1,551","1,022",497.9,422.46,362.14,122.75,-15.83,-37.86,-24.53,-21.52
Minority Interest,-,-,-,-,-,-,-,-,-,-0.02,-0.07
Shareholders' Equity,"1,567","1,551","1,022",497.9,422.46,362.14,122.75,-15.83,-37.86,-24.55,-21.6
Total Liabilities & Equity,"3,285","3,230","2,535","1,449","1,284","1,194",932.18,732.41,614.95,631.51,633.67
Total Debt,"1,242","1,211","1,130",658.33,621.26,622.41,598.81,546.24,482.63,508.65,507.43
Net Cash (Debt),"-1,047",-848.93,-903.46,-582.83,-587.45,-468.07,-595.34,-541.9,-480.63,-506.1,-505.12
Net Cash Per Share,-16.48,-14.22,-16.35,-11.26,-11.40,-9.54,-12.41,-12.27,-11.49,-12.27,-12.43
Filing Date Shares Outstanding,63.49,63.36,58,51.7,51.41,51.09,47.79,46.5,42.28,41.73,41.05
Total Common Shares Outstanding,63.49,63.36,58,51.69,51.41,51.09,47.79,42.93,42.29,41.56,41.05
Working Capital,151.5,305.99,147.47,29.88,-5.71,116.05,-27.78,-14.4,-4.19,-3.84,-8.68
Book Value Per Share,24.69,24.48,17.62,9.63,8.22,7.09,2.57,-0.37,-0.90,-0.59,-0.52
Tangible Book Value,142.56,235.11,44.69,131.66,95.87,108.92,-121.79,-213.33,-168.62,-152.12,-149.75
Tangible Book Value Per Share,2.25,3.71,0.77,2.55,1.86,2.13,-2.55,-4.97,-3.99,-3.66,-3.65
Land,-,56.01,47.86,37.32,34.12,30.06,28.7,25.49,24.22,24.52,24.16
Buildings,-,303.17,262.2,209.23,187.81,169.33,161.32,150.89,140.16,143.04,140.05
Machinery,-,808.96,683.42,519.64,459.95,382.44,351.88,316.98,277.13,266.59,270.94
