Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Total Assets,"2,470","2,386","2,368","2,288","2,194","1,979","1,639","1,526","1,489","1,529","1,599"
Accounts Payable,146.91,133.77,158.26,160.44,221.25,168.05,122.15,117.81,108,87.6,86.46
Accrued Expenses,164.05,123.62,129.62,154.4,134.07,133.59,71.03,65.04,66.21,60.31,60.06
Short-Term Debt,33.17,31.43,40.69,36.28,18.07,140.56,13.34,10.25,1.01,-,-
Current Portion of Long-Term Debt,4.76,1.1,4.42,1.69,17.38,21.86,33.16,27.61,20.64,14.36,10.28
Current Portion of Leases,11.19,10.9,8.89,7.42,11.21,10.81,13.46,-,-,-,-
Current Income Taxes Payable,23.73,22.73,10.46,19.68,29.68,19.18,16.16,15.74,18.22,11.86,5.12
Other Current Liabilities,-,52.05,41.16,52.61,39.37,15.72,16.03,17.56,33.09,11.25,17.74
Total Current Liabilities,383.8,375.6,393.5,432.53,471.03,509.76,285.32,254.02,247.16,185.37,179.66
Long-Term Debt,20.1,19.56,16.98,147.47,265.57,288.18,64.53,186.14,247.49,413.13,453.74
Long-Term Leases,31.45,28.71,27.38,20.81,22.31,27.07,27.68,-,1,1.1,0.2
Long-Term Unearned Revenue,-,8.99,9.1,9.97,14.14,11.92,12.77,15.36,17.17,18.26,20.36
Pension & Post-Retirement Benefits,-,9.64,14.66,12.13,19.61,35.32,28.8,26.35,34.43,30.52,30.41
Long-Term Deferred Tax Liabilities,11.22,6.95,13.66,12.9,32.23,34.6,16.33,17.99,25.18,28.21,32.28
Other Long-Term Liabilities,75.8,67.89,82.7,69.58,66.87,56.49,51.17,49.07,42.32,31.5,39.19
Total Liabilities,522.37,517.33,557.98,705.39,891.77,963.33,486.6,548.94,614.76,708.09,755.83
Common Stock,37.26,37.08,36.82,36.5,36.2,35.69,35.11,34.45,33.73,32.92,32.4
Additional Paid-In Capital,531.43,523.74,509.86,494.77,471.65,449.6,427.26,399.92,386.34,354.57,344.09
Retained Earnings,"1,775","1,719","1,675","1,448","1,117",888.05,789.96,636.71,532.69,530.22,514.28
Treasury Stock,-348.1,-338.1,-337.99,-337.49,-336.89,-335.91,-37.77,-37.77,-37.77,-29.02,-11.01
Comprehensive Income & Other,-106.67,-146.72,-143.23,-128.23,-50.52,-73.61,-108.14,-101.85,-83.48,-112.67,-84.42
Total Common Equity,"1,889","1,795","1,741","1,514","1,237",963.82,"1,106",931.46,831.5,776.02,795.35
Minority Interest,58.27,73.65,68.94,69.27,65.48,52.3,46.36,45.97,42.41,44.45,47.65
Shareholders' Equity,"1,947","1,869","1,810","1,583","1,303","1,016","1,153",977.43,873.92,820.47,843
Total Liabilities & Equity,"2,470","2,386","2,368","2,288","2,194","1,979","1,639","1,526","1,489","1,529","1,599"
Total Debt,100.66,91.7,98.36,213.67,334.55,488.48,152.17,224.01,270.14,428.58,464.22
Net Cash (Debt),285.73,224.43,227.27,130.12,35.59,-214.27,111.24,26.48,-61.27,-150.94,-181.1
Net Cash Growth,24.42%,-1.25%,74.67%,265.60%,-,-,320.13%,-,-,-,-
Net Cash Per Share,6.15,4.84,4.91,2.83,0.78,-4.11,2.15,0.52,-1.25,-3.03,-3.66
Filing Date Shares Outstanding,46.39,46.33,45.94,45.49,45.02,44.28,51.21,51.74,49.14,48.3,48.3
Total Common Shares Outstanding,46.38,46.33,45.94,45.47,45.02,44.28,51.21,50.22,49.13,48.22,48.15
Working Capital,889.71,848.56,793.89,729.14,716.64,514.23,524.64,480.81,415.16,547.41,570.89
Book Value Per Share,40.73,38.75,37.89,33.29,27.48,21.77,21.61,18.55,16.92,16.09,16.52
Tangible Book Value,"1,656","1,546","1,530","1,290",992.8,694.9,845.58,661.09,540.87,471.73,466.02
Tangible Book Value Per Share,35.70,33.37,33.31,28.37,22.05,15.69,16.51,13.16,11.01,9.78,9.68
Land,-,72.14,74.22,67.85,66.9,67,53.19,40.53,41.28,35.81,36.23
Buildings,-,352.67,340.49,323.94,276.96,267.7,228.52,208.18,203.05,192.29,183.17
Machinery,-,"1,276","1,201","1,138",962.6,942.41,863.77,817.2,774.14,685.25,660.41
Construction In Progress,-,91.74,134.33,120.45,111.99,45.06,30.75,16.89,22.45,24.05,39.43
