Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Impairment of Goodwill,-,-,-,-,-,-,-,-,-0.23,-4.34,-
Gain (Loss) on Sale of Investments,8.19,-,-,-,-,-,-,-,-,-,-
Gain (Loss) on Sale of Assets,-,-,-,83.88,-,-,-,-,-2.61,-,-
Asset Writedown,-26.25,-,-,-333.85,-,-0.87,-0.45,-2.22,-2.48,-11.96,-5.79
Legal Settlements,-,-,-,-26.13,-,-,-,-,-,-,-
Other Unusual Items,9.15,-24.94,82.27,-55.67,-,-,0.18,-2.74,16.39,1.83,4.72
Pretax Income,"1,171",616.5,277.6,-718.25,-4.85,-10.45,-3.52,-12.75,-31.44,-17.31,-25.1
Income Tax Expense,245.27,75.5,16.43,-24.23,24.97,0,-,0.07,-0.1,11.52,-8.16
Earnings From Continuing Operations,926.18,541.01,261.17,-694.02,-29.81,-10.45,-3.52,-12.81,-31.33,-28.83,-16.94
Minority Interest in Earnings,0.51,0.25,-,-,-,-,-,-,-,0.16,-
Net Income,926.69,541.25,261.17,-694.02,-29.81,-10.45,-3.52,-12.81,-31.33,-28.67,-16.94
Preferred Dividends & Other Adjustments,-,-,2.12,-,-,-,-,-,-,-,-
Net Income to Common,926.69,541.25,259.05,-694.02,-29.81,-10.45,-3.52,-12.81,-31.33,-28.67,-16.94
Net Income Growth,463.16%,107.24%,-,-,-,-,-,-,-,-,-
Shares Outstanding (Basic),346,290,184,113,99,81,7,5,2,1,1
Shares Outstanding (Diluted),437,312,192,113,99,81,7,5,2,1,1
Shares Change (YoY),59.94%,62.17%,69.47%,14.22%,22.02%,1121.57%,25.36%,226.00%,71.90%,6.82%,21.85%
EPS (Basic),2.68,1.87,1.41,-6.12,-0.30,-0.13,-0.53,-2.41,-19.22,-30.22,-19.08
EPS (Diluted),2.12,1.72,1.06,-6.12,-0.30,-0.13,-0.53,-2.41,-19.22,-30.22,-19.08
EPS Growth,242.35%,62.77%,-,-,-,-,-,-,-,-,-
Free Cash Flow,"-1,769","-1,745",-502.2,-701.43,-727.88,-91.16,-3.32,-13.49,-10.82,10.16,-3.02
Free Cash Flow Per Share,-4.04,-5.60,-2.61,-6.18,-7.33,-1.12,-0.50,-2.54,-6.63,10.71,-3.40
Gross Margin,44.87%,37.22%,42.37%,38.25%,82.73%,11.61%,-233.91%,-241.54%,-,12.64%,-4.58%
Operating Margin,54.95%,52.75%,57.01%,-316.58%,-1.88%,-205.35%,-319.88%,-448.27%,-2209.29%,1.94%,-104.79%
Profit Margin,100.82%,82.46%,66.85%,-589.39%,-18.73%,-239.80%,-296.74%,-820.18%,-6030.07%,-78.26%,-89.26%
Free Cash Flow Margin,-192.41%,-265.88%,-129.60%,-595.68%,-457.32%,-2092.33%,-280.44%,-863.45%,-2081.57%,27.75%,-15.91%
EBITDA,"1,129",772.84,400.42,-294.07,11.92,-5.88,-2.8,-4.93,-9.63,8.17,-9.05
EBITDA Margin,122.83%,117.74%,103.33%,-249.73%,7.49%,-135.02%,-235.98%,-,-,22.30%,-47.71%
D&A For EBITDA,623.98,426.63,179.51,78.71,14.9,3.06,0.99,2.07,1.85,7.46,10.83
EBIT,505.06,346.22,220.91,-372.78,-2.99,-8.95,-3.79,-7,-11.48,0.71,-19.89
EBIT Margin,54.95%,52.75%,57.01%,-,-1.88%,-205.35%,-,-,-,1.94%,-104.79%
Effective Tax Rate,20.94%,12.25%,5.92%,-,-,-,-,-,-,-,-
Revenue as Reported,-,-,-,-,-,-,1.19,1.56,0.52,-,-
