Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Comprehensive Income & Other,-6.23,-62.19,-69.6,-68.95,-74.41,-76.6,-68.49,-60.35,-45.11,-28.35,-26.48
Shareholders' Equity,"2,447","2,897","2,796","2,526","2,643","2,670","2,876","1,214","1,012",758.7,365
Total Liabilities & Equity,"3,512","4,136","4,357","4,734","5,193","5,718","6,069","1,439","1,286","1,083",442.51
Total Debt,7.5,11.72,9.6,21.9,26.86,29.44,25.38,-,0.01,0.06,0.12
Net Cash (Debt),"3,043","3,106","3,675","4,072","4,676","5,132","5,755","1,291","1,151",973.18,340.2
Net Cash Growth,-8.56%,-15.48%,-9.75%,-12.92%,-8.88%,-10.83%,345.88%,12.13%,18.29%,186.06%,81.40%
Net Cash Per Share,46.18,47.10,55.74,61.98,71.39,78.86,95.75,24.77,23.27,20.57,9.53
Filing Date Shares Outstanding,65.89,65.9,65.9,65.84,65.65,65.41,64.82,54.47,50.94,46.26,39.08
Total Common Shares Outstanding,65.89,65.9,65.9,65.84,65.55,65.41,64.67,54.47,50.94,46.26,39.08
Working Capital,"2,795","3,004","3,433","3,714","4,295","4,734","5,294","1,109","1,026",903.44,302.06
Book Value Per Share,37.14,43.96,42.42,38.37,40.32,40.82,44.47,22.29,19.87,16.40,9.34
Tangible Book Value,"2,440","2,669","2,607","2,320","2,595","2,616","2,866","1,211","1,009",757.68,363.45
Tangible Book Value Per Share,37.02,40.51,39.56,35.24,39.59,39.99,44.31,22.23,19.82,16.38,9.30
Land,-,86.01,90.71,88.72,26.13,16.74,5.28,5.01,4.74,4.41,4.05
Machinery,-,56.75,49.03,67.28,54.1,44.96,48.68,41.48,36.27,32.71,29.28
