Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Accrued Interest Payable,69.45,48.36,51.12,22.18,9.3,15.65,19.94,16.03,8.03,6.42,7.39
Other Current Liabilities,-,-,-,-,-,200.91,-,-,-,-,0.54
Long-Term Debt,877.86,509.89,"1,070","1,016",921.88,944.07,833.75,482.47,387.85,321.49,340.03
"Federal Home Loan Bank Debt, Long-Term","3,151","3,151","2,301","2,026","1,166","1,165",668.4,424.34,215,116.9,427.91
Long-Term Leases,-,128.2,-,-,-,-,-,-,0.15,0.45,0.73
Trust Preferred Securities,253.57,253.57,253.57,253.57,253.57,253.57,253.57,253.57,253.57,253.57,268.57
Long-Term Unearned Revenue,-,1.33,0.67,1.28,1.59,1.55,1.36,1.73,1.71,-,-
Other Long-Term Liabilities,"1,379","1,340","1,481","1,285",988.27,928.13,888.99,583.8,491.84,459.19,337.85
Total Liabilities,"62,584","58,535","50,860","48,153","45,643","40,965","32,929","27,977","24,939","22,973","20,557"
"Preferred Stock, Redeemable",425,412.5,412.5,412.5,412.5,412.5,125,125,-,-,-
"Preferred Stock, Non-Redeemable",-,-,-,-,-,-,-,-,125,125,125
"Preferred Stock, Convertible",-,-,-,-,-,-,-,-,-,126.26,126.29
Total Preferred Equity,425,412.5,412.5,412.5,412.5,412.5,125,125,125,251.26,251.29
Common Stock,67.04,66.56,61.27,60.8,58.89,58.47,57.95,56.52,56.07,51.98,48.47
Additional Paid-In Capital,"2,521","2,483","1,944","1,902","1,686","1,650","1,650","1,558","1,529","1,366","1,191"
Retained Earnings,"4,356","3,897","3,345","2,849","2,448","2,080","1,900","1,611","1,314","1,097",928.21
Treasury Stock,-9.15,-6.15,-2.22,-0.3,-109.9,-100.36,-6.93,-5.63,-4.99,-4.59,-3.97
Comprehensive Income & Other,-314.81,-508.34,-361.23,-427.64,4.09,15.38,-34.68,-76.87,-41.84,-65.33,-62.71
Total Common Equity,"6,621","5,932","4,987","4,384","4,086","3,703","3,566","3,143","2,852","2,444","2,101"
Shareholders' Equity,"7,046","6,344","5,400","4,797","4,499","4,116","3,691","3,268","2,977","2,696","2,352"
Total Liabilities & Equity,"69,630","64,880","56,260","52,950","50,142","45,081","36,621","31,245","27,916","25,669","22,909"
Total Debt,"4,424","4,633","3,931","3,942","2,549","2,726","1,912","1,281","1,254",848.69,"1,572"
Net Cash (Debt),-227.57,439.07,"-1,142","-1,164","4,101","2,678",643.84,285.61,139.79,460.19,-636.34
Net Cash Growth,-,-,-,-,53.13%,315.97%,125.42%,104.32%,-69.62%,-,-
Net Cash Per Share,-3.36,6.79,-18.40,-19.37,70.97,46.16,11.17,4.99,2.47,8.48,-12.25
Filing Date Shares Outstanding,66.97,66.71,61.47,61.02,57.24,56.89,57.37,56.51,56.22,52.39,48.43
Total Common Shares Outstanding,66.96,66.5,61.24,60.79,57.05,56.77,57.82,56.41,55.97,51.88,48.38
Book Value Per Share,98.87,89.21,81.43,72.12,71.62,65.24,61.68,55.71,50.96,47.12,43.42
Tangible Book Value,"5,718","5,013","4,307","3,709","3,403","3,022","2,874","2,520","2,332","1,924","1,605"
Tangible Book Value Per Share,85.39,75.39,70.33,61.00,59.64,53.23,49.70,44.67,41.68,37.08,33.17
