Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Common Stock,"3,855",0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05
Additional Paid-In Capital,-,"1,505","1,429","1,446","1,477","1,202","1,134","1,072","1,030",979.81,938.92
Retained Earnings,-,"2,294","2,188","2,045","1,960","1,531","1,218",723.18,152.95,-199.64,-307.67
Treasury Stock,-,-,-,-57.68,-,-,-,-,-,-,-
Comprehensive Income & Other,-,-315.8,-217.82,-102.74,156.93,79.53,-68.56,-49.62,9.53,-26.99,-10.64
Total Common Equity,"3,855","3,483","3,399","3,330","3,594","2,812","2,283","1,745","1,193",753.23,620.67
Minority Interest,82.41,96.12,118.88,60.29,94.2,73.91,-1.45,2.68,2.21,4.13,7.36
Shareholders' Equity,"3,937","3,579","3,518","3,391","3,688","2,886","2,282","1,748","1,195",757.36,628.03
Total Liabilities & Equity,"6,899","6,504","7,280","7,129","7,520","6,335","4,804","3,275","2,562","1,037",839.19
Total Debt,"1,862","1,906","2,706","2,487","2,495","2,436","1,692",884.12,879.98,-,-
Net Cash (Debt),182.84,444.97,520.13,684.22,639.85,"1,061",711.97,941.74,912.7,395.95,335.88
Net Cash Growth,-46.03%,-14.45%,-23.98%,6.93%,-39.71%,49.06%,-24.40%,3.18%,130.51%,17.89%,-25.57%
Net Cash Per Share,0.68,1.68,2.17,2.89,2.78,4.66,3.14,4.05,4.05,1.78,1.54
Filing Date Shares Outstanding,238.94,244.83,243.31,235.27,236.56,227.85,226.46,225.04,223.15,218.64,212.73
Total Common Shares Outstanding,238.94,244.27,242.61,234.19,236.55,227.69,226.31,224.84,222.71,218.08,212.18
Working Capital,"2,228","2,524","2,715","3,332","2,644","3,876","2,835","1,839","1,563",319.13,289.63
Book Value Per Share,16.13,14.26,14.01,14.22,15.19,12.35,10.09,7.76,5.35,3.45,2.93
Tangible Book Value,"3,589","3,211","3,098","3,085","3,296","2,604","2,237","1,695","1,179",741.86,607.59
Tangible Book Value Per Share,15.02,13.14,12.77,13.17,13.94,11.44,9.88,7.54,5.29,3.40,2.86
Buildings,-,185.48,190.3,196.22,-,-,-,-,-,-,-
Machinery,-,229.3,221.59,236.74,191.03,168.04,134.2,125.92,114.8,95.09,95.26
Leasehold Improvements,-,12.9,13.18,13.06,7.33,6.43,5.73,5.01,4.32,2.05,4.8
