Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Gain (Loss) on Sale of Investments,-,-,-,-7.67,-10.77,-19.15,-13.25,-10.52,-,-,-
Gain (Loss) on Sale of Assets,11.61,2.1,-76.33,-12.01,12.3,2.86,2.3,128.2,52.03,-5.82,-0.16
Total Insurance Settlements,3.4,2.2,4.2,-,-,-,-,-,-,-,-
Asset Writedown,-6.67,-18.47,-14.33,-94.04,-9.5,-4,-121.82,-1.41,-1.33,-29.81,-
Other Unusual Items,-2.15,0.2,-1.54,2.09,-34.62,-0.23,-16.34,-2.92,-0.55,0.97,1.55
Pretax Income,176.78,127.72,15.76,-76.36,-111.41,139.13,72.42,282.13,159.02,71.25,80.13
Income Tax Expense,1.73,1.01,2,1.24,1.85,0.71,3.4,3.01,0.65,1.05,0.75
Earnings From Continuing Operations,175.06,126.71,13.76,-77.61,-113.26,138.42,69.02,279.12,158.37,70.21,79.38
Minority Interest in Earnings,0.02,-,-,-,-,-,-0.02,-0.03,0.02,0.07,0.03
Net Income,175.08,126.71,13.76,-77.61,-113.26,138.42,69,279.08,158.38,70.28,79.41
Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,9.77,10.24,10.24,10.24
Net Income to Common,175.08,126.71,13.76,-77.61,-113.26,138.42,69,269.31,148.14,60.03,69.17
Net Income Growth,80.17%,821.14%,-,-,-,100.62%,-75.28%,76.21%,125.37%,-11.51%,69.14%
Basic Shares Outstanding,238,233,231,231,219,206,187,178,106,65,62
Diluted Shares Outstanding,241,236,233,231,219,207,188,179,106,66,62
Shares Change (YoY),2.41%,1.40%,0.80%,5.42%,5.70%,10.17%,5.26%,68.86%,61.54%,4.90%,33.21%
EPS (Basic),0.74,0.54,0.06,-0.34,-0.52,0.67,0.37,1.51,1.40,0.92,1.11
EPS (Diluted),0.73,0.54,0.06,-0.34,-0.52,0.67,0.37,1.51,1.40,0.92,1.11
EPS Growth,78.50%,807.61%,-,-,-,81.76%,-75.59%,7.86%,52.24%,-17.16%,42.31%
Dividend Per Share,1.200,1.200,1.200,1.200,1.200,1.350,1.800,1.800,1.730,1.670,1.600
Dividend Growth,-,-,-,-,-11.11%,-25.00%,-,4.05%,3.59%,4.38%,5.96%
Operating Margin,37.71%,36.49%,33.91%,26.66%,7.58%,42.93%,51.79%,49.89%,56.95%,62.62%,60.40%
Profit Margin,23.44%,18.03%,2.13%,-14.59%,-29.17%,23.04%,10.33%,42.85%,36.28%,23.04%,28.96%
EBITDA,454.73,421.19,395.89,323,221.94,433.8,527.08,512.62,345.5,231.61,207.35
EBITDA Margin,60.87%,59.94%,61.41%,60.72%,57.17%,72.20%,78.88%,81.56%,84.62%,88.90%,86.81%
D&A For Ebitda,173.03,164.76,177.27,181.16,192.5,175.89,181.04,199.08,112.97,68.47,63.08
EBIT,281.7,256.43,218.62,141.84,29.44,257.92,346.04,313.54,232.53,163.14,144.27
EBIT Margin,37.71%,36.49%,33.91%,26.66%,7.58%,42.93%,51.79%,49.89%,56.95%,62.62%,60.40%
Funds From Operations (FFO),356.16,321.61,296.5,295.88,253.22,346.53,393.31,355,211.27,164.44,132.41
FFO Per Share,1.48,1.36,1.27,1.28,1.15,1.67,2.09,1.99,2.00,2.51,2.12
Adjusted Funds From Operations (AFFO),-,338.19,311.33,333.02,297.14,361.17,392.78,379.04,242.28,161.47,133.91
AFFO Per Share,-,1.43,1.33,1.43,1.35,1.74,2.08,2.11,2.28,2.45,2.14
FFO Payout Ratio,80.21%,87.11%,93.57%,93.67%,103.83%,80.31%,-,-,-,-,-
Effective Tax Rate,0.98%,0.79%,12.71%,-,-,0.51%,4.70%,1.07%,0.41%,1.47%,0.94%
Revenue as Reported,745.08,703.24,647.51,624.81,569.55,598.57,661.74,623.41,408.28,260.53,238.86
