Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Total Current Liabilities,136.74,110.97,97.03,99.71,97.94,118.72,95.23,80.52,238.14,226.79,188.53
Long-Term Debt,-,-,-,-,-,74.63,107.77,23.44,59.93,66.62,73.25
Long-Term Leases,96.32,95.64,88.26,68.79,53.76,56.61,25.52,-,-,-,0.79
Long-Term Deferred Tax Liabilities,40.2,26.53,26.75,26.2,25.96,20.29,18.32,6.47,18.36,23.71,14.86
Other Long-Term Liabilities,1.49,1.44,0.41,0.44,0.04,0,0.01,-,1.2,1.69,4.3
Total Liabilities,274.75,234.57,212.45,195.13,177.7,270.25,246.86,110.42,317.62,318.81,281.73
Common Stock,0.54,0.54,0.54,0.54,0.54,0.53,0.53,0.53,0.52,0.52,0.5
Additional Paid-In Capital,347.15,336.74,322.51,309.31,296.67,282.47,270.92,256.81,232.67,212.56,177.17
Retained Earnings,"2,600","2,471","2,245","2,040","1,855","1,595","1,341","1,082",854.18,650.92,502.4
Treasury Stock,"-2,191","-2,024","-1,850","-1,711","-1,107",-303.38,-169.37,-125.45,-100.69,-89.39,-69.33
Comprehensive Income & Other,0.55,-,-0.06,-0.53,-,-,-,-0.45,-0.72,-0.91,-0.49
Shareholders' Equity,758.04,783.85,718.01,637.62,"1,045","1,574","1,443","1,214",985.95,773.69,610.25
Total Liabilities & Equity,"1,033","1,018",930.46,832.75,"1,223","1,845","1,690","1,324","1,304","1,092",891.98
Total Debt,110.53,108.52,99.28,77.44,61.18,171.78,169.52,59.91,66.62,98.25,81.36
Net Cash (Debt),166.45,216.11,145.23,104.26,539.76,84.83,-25.65,129.44,176.13,10.32,25.04
Net Cash Growth,6.28%,48.81%,39.29%,-80.68%,536.28%,-,-,-26.51%,1606.68%,-58.78%,-68.32%
Net Cash Per Share,5.87,7.38,4.82,3.23,12.28,1.80,-0.53,2.67,3.65,0.22,0.53
Filing Date Shares Outstanding,27.63,28.32,29.57,30.56,34.9,46.45,47.74,47.78,47.35,46.75,45.43
Total Common Shares Outstanding,27.67,28.46,29.5,30.58,37.3,46.23,47.68,47.74,47.35,46.57,45.82
Working Capital,297.26,309.01,240.49,173.57,583.1,215.02,113.11,228.95,136.73,3.27,26.36
Book Value Per Share,27.40,27.55,24.34,20.85,28.02,34.05,30.27,25.42,20.82,16.61,13.32
Tangible Book Value,443.63,463.13,388.87,300.05,699.06,"1,220","1,081","1,211",983.01,770.75,607.31
Tangible Book Value Per Share,16.03,16.28,13.18,9.81,18.74,26.39,22.66,25.36,20.76,16.55,13.25
Land,5.1,5.1,5.1,5.1,5.58,5.58,5.58,5.58,160.13,127.77,103.28
Buildings,90.9,88.82,85.61,73.31,68.56,65.75,63.09,60.99,712.84,664.96,465.25
Machinery,173.8,170.88,165.69,140.64,131.6,116.01,105.44,90.27,179.95,167.85,142.58
Construction In Progress,6.95,6.39,10.27,16.34,3.38,5.04,3.24,2.38,32.39,19.11,54.51
