Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Total Current Liabilities,131.14,126.79,164.94,404.2,375.26,318.96,48.31,129.84,25.21,21.08,18.78
Long-Term Debt,537.93,525.57,510.14,-,-,-,232.77,-,99.25,95.27,-
Long-Term Leases,131.63,145.58,126.58,131.39,102.49,26.43,27,-,-,-,-
Long-Term Unearned Revenue,0.71,0.35,0.47,-,-,-,-,-,-,-,-
Long-Term Deferred Tax Liabilities,20.14,22.78,39.32,23,33.48,27.03,29.94,25.09,25.17,2.1,-
Other Long-Term Liabilities,19.09,35.89,24.88,62.32,97.05,1.32,2.33,4.13,2.34,1.7,4.71
Total Liabilities,840.62,856.95,866.34,620.9,608.29,373.74,340.35,159.05,151.97,120.15,23.49
Common Stock,0.56,0.56,0.56,0.56,0.55,0.55,0.52,0.44,0.44,0.34,0.33
Additional Paid-In Capital,"1,644","1,617","1,569","1,547","1,572","1,461","1,068",642.59,628.98,242.04,202.53
Retained Earnings,442.96,407.35,432.87,397.27,194.06,65.77,5.84,-15.57,-31.51,-59.86,-71.54
Comprehensive Income & Other,-4.11,-52.53,-37.81,-34.39,-16.89,2.09,-15.03,-11.89,-6.36,-13.75,-8.57
Shareholders' Equity,"2,083","1,973","1,965","1,911","1,750","1,529","1,060",615.57,591.55,168.76,122.75
Total Liabilities & Equity,"2,924","2,830","2,831","2,532","2,358","1,903","1,400",774.62,743.52,288.91,146.24
Total Debt,688.87,686.25,711.8,422.96,366.05,275.42,263.32,103.49,99.25,95.27,-
Net Cash (Debt),59.88,71.11,39.52,200.8,237.76,441.88,265.07,90.33,74.51,46.51,73.41
Net Cash Growth,-46.29%,79.93%,-80.32%,-15.55%,-46.19%,66.70%,193.44%,21.24%,60.21%,-36.64%,18.39%
Net Cash Per Share,1.07,1.27,0.70,3.49,4.15,8.20,5.39,1.99,1.90,1.36,2.19
Filing Date Shares Outstanding,56.29,56.15,55.77,55.56,55.33,54.77,52.08,43.92,43.59,33.85,33.03
Total Common Shares Outstanding,56.28,56.09,55.77,55.56,55.32,54.76,52.08,43.92,43.59,33.84,32.95
Working Capital,965.35,939.25,946.4,593.92,556.42,583.43,593.52,145.9,217.57,163.08,84.47
Book Value Per Share,37.01,35.17,35.23,34.39,31.63,27.92,20.35,14.02,13.57,4.99,3.73
Tangible Book Value,574.91,543.83,570.77,694.57,552.43,623.75,378.8,153.4,119.46,79.41,95.65
Tangible Book Value Per Share,10.21,9.70,10.24,12.50,9.99,11.39,7.27,3.49,2.74,2.35,2.90
Land,0.91,0.82,0.99,1,1.02,1.02,1.02,1.02,1.02,-,-
Buildings,0.76,0.68,1.67,1.6,0.76,0.76,0.76,0.76,0.76,-,-
Machinery,204.97,184.74,159.21,132.73,102.5,67.18,51.38,29.54,26.18,18.43,16.57
Construction In Progress,25.15,28.21,47.09,31.55,38.45,14.93,6.71,12.91,2.58,1.26,0.43
Leasehold Improvements,150.17,145.26,126.66,115.67,52.51,31.57,23.91,16.26,15.67,14.59,13.31
