Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Total Liabilities & Equity,"31,900","32,590","33,366","33,527","38,031","36,385","5,641","5,911","3,546","1,294","1,325"
Total Debt,"25,734","25,778","25,799","26,137","27,019","27,094","3,739","4,222","2,190",800.43,866.24
Net Cash (Debt),"-24,898","-24,912","-24,794","-25,099","-25,949","-25,308","-3,519","-3,974","-2,038",-739.4,-787.96
Net Cash Per Share,-118.70,-115.87,-114.79,-117.29,-122.98,-194.68,-44.54,-50.95,-29.92,-15.50,-16.76
Filing Date Shares Outstanding,204.11,212.01,216.3,215.18,214.12,208.28,77.8,77.21,77.24,47.12,46.85
Total Common Shares Outstanding,205,211.33,215.8,214.67,213.78,208.05,77.57,77.22,76.83,47.11,46.82
Working Capital,-493,-525,-645,-566,667,"3,550",-83,171.02,27.28,-0.29,10.47
Book Value Per Share,18.45,19.67,21.09,17.30,20.96,24.11,14.40,13.33,12.26,6.34,5.78
Tangible Book Value,"-10,855","-10,577","-10,961","-12,005","-11,516","-9,131",-904,"-1,341",-802.33,-255.87,-288.19
Tangible Book Value Per Share,-52.95,-50.05,-50.79,-55.92,-53.87,-43.89,-11.65,-17.37,-10.44,-5.43,-6.16
Land,"2,058","2,059","2,088","2,092","2,125","2,187",652,693.61,284.37,54.6,54.63
Buildings,"15,206","14,866","13,543","13,094","12,433","12,059","1,973","2,051","1,188",628.39,619.61
Machinery,"3,090","2,880","2,409","2,054","1,650","1,419",625,670.07,481.49,291.65,268.83
Construction In Progress,184,167,762,351,395,118,31,41.35,14.45,6.99,2.69
