Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Long-Term Unearned Revenue,14.58,19.3,24.78,23.23,25.93,33.56,53.16,51.29,51.97,49.86,42.08
Long-Term Deferred Tax Liabilities,50.11,39.92,40.74,40.37,36.12,40.5,32.05,31.72,16.91,26.35,28.07
Other Long-Term Liabilities,25.13,26.87,25.01,32.5,34.54,37.73,36.84,36.71,38.04,39.51,23.43
Total Liabilities,"1,682","1,601","2,120","2,017","1,914","2,180","2,128","1,074","1,097","1,147","1,321"
Common Stock,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
Additional Paid-In Capital,745.35,731.93,712.99,702.46,688.31,682.43,667.66,632.24,610.35,600.34,561.38
Retained Earnings,"1,760","1,598","1,395","1,273","1,131","1,003",930.83,863.77,550.87,545.73,416.85
Treasury Stock,-924.01,-784.91,-674.9,-665.77,-475.97,-387.58,-377.64,-355.86,-319.96,-297.76,-252.96
Comprehensive Income & Other,-103.26,-121.47,-109.47,-117.66,-99.55,-92.45,-91.58,-92.62,-77.36,-94.1,-71.58
Shareholders' Equity,"1,479","1,424","1,324","1,193","1,245","1,207","1,130","1,048",764.6,754.92,654.4
Total Liabilities & Equity,"3,161","3,025","3,445","3,210","3,159","3,387","3,258","2,122","1,862","1,902","1,976"
Total Debt,924.62,970.9,"1,093","1,158","1,136","1,229","1,458",682.21,687.99,754.83,948.38
Net Cash (Debt),-725.35,-754.5,-928.49,"-1,033","-1,014","-1,064","-1,337",-533.71,-618.28,-679.08,-846.14
Net Cash Per Share,-6.87,-7.08,-8.53,-9.04,-8.55,-9.01,-11.28,-4.54,-5.18,-5.71,-7.12
Filing Date Shares Outstanding,103.09,105.34,106.41,108.11,115.06,117.14,116.13,116.14,115.9,117.31,119.07
Total Common Shares Outstanding,103.26,105.25,108.08,108.07,115.73,117.11,115.99,116.12,117.1,117.34,119.03
Working Capital,426.44,388.19,369.4,255.96,183.28,249.31,308.43,269.86,100.04,31.63,-2.36
Book Value Per Share,14.33,13.53,12.25,11.04,10.76,10.30,9.74,9.03,6.53,6.43,5.50
Tangible Book Value,22.25,-59.97,-205.79,-390.65,-476.24,-592.07,-742.04,-166.82,-491.76,-543.9,-753.73
Tangible Book Value Per Share,0.22,-0.57,-1.90,-3.61,-4.12,-5.06,-6.40,-1.44,-4.20,-4.64,-6.33
Land,-,1.19,1.19,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79
Buildings,-,15.99,14.49,15.06,14.85,14.59,14.55,14.38,12.65,10.39,10.34
Machinery,-,125.22,127.61,142.33,137.09,141.89,156.92,141.86,135.96,116.84,103.54
Leasehold Improvements,-,26.32,32.66,34.16,34.46,29.54,33.35,32.1,32.36,33.09,19.38
Order Backlog,-,"6,706","6,520",-,-,-,-,-,-,-,-
