Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Common Stock,3.69,3.31,3.29,2.83,2.55,2.56,2.18,1.43,1.42,0.93,0.86
Additional Paid-In Capital,"1,319","1,029","1,029",762.52,556.16,419.18,285.64,93.6,82.85,40.63,33.56
Retained Earnings,225.76,107.92,63.71,-7.21,-31.96,-44.65,2.09,6.6,6.36,5.45,4.8
Comprehensive Income & Other,105,40.77,73.22,45.97,5.89,-11.51,5.21,5.04,4.43,2.8,7.26
Total Common Equity,"1,653","1,181","1,169",804.09,532.64,365.58,295.11,106.68,95.06,49.81,46.49
Minority Interest,304.92,260.41,267.2,245.94,224.74,146.86,93.41,58.75,37.35,31.74,17.33
Shareholders' Equity,"1,958","1,441","1,436","1,050",757.38,512.44,388.52,165.43,132.41,81.55,63.82
Total Liabilities & Equity,"7,776","5,547","4,634","3,533","2,835","1,817","1,291",813.03,573.12,415.3,428.53
Total Debt,"4,520","3,130","2,707","2,161","1,820","1,185",808.15,588.98,406.63,309.21,329.93
Net Cash (Debt),"-3,839","-2,741","-2,297","-1,929","-1,514","-1,053",-589.51,-516.81,-341.66,-242.46,-281.77
Net Cash Per Share,-30.03,-22.23,-18.54,-19.30,-15.44,-13.45,-9.43,-9.66,-6.97,-6.81,-7.08
Filing Date Shares Outstanding,125.06,119.1,117.96,117.63,95.56,82.3,75.21,53.62,49.13,35.97,32.14
Total Common Shares Outstanding,125.06,118.57,117.96,101.58,92.51,82.3,75.21,53.62,49.13,35.97,32.14
Working Capital,-150.23,115.91,81.35,38.36,212.25,-51.99,192.73,45.37,39.54,43.98,22.16
Book Value Per Share,13.22,9.96,9.91,7.92,5.76,4.44,3.92,1.99,1.93,1.38,1.45
Tangible Book Value,"1,351",889.08,880.8,524.38,285.58,275,239.05,67.25,58.9,31.77,30.49
Tangible Book Value Per Share,10.80,7.50,7.47,5.16,3.09,3.34,3.18,1.25,1.20,0.88,0.95
Machinery,-,"3,898","3,074","2,290","1,527",962.39,538.38,334.17,119.03,1.21,55.26
Construction In Progress,-,-,-,-,-,-,-,-,-,28.97,7.91
