Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
"Federal Home Loan Bank Debt, Long-Term",79.17,-,-,-,4.06,4.76,35.6,50,50,80,80
Long-Term Leases,36.12,8.96,11.31,13,10.59,7.76,9.55,-,-,-,-
Trust Preferred Securities,77.26,74.82,71.99,71.81,71.64,71.47,71.31,71.16,71.01,70.87,55
Pension & Post-Retirement Benefits,-,5.7,5.6,-,-,-,-,-,-,-,-
Long-Term Deferred Tax Liabilities,-,-,-,-,-,-,3.93,-,-,-,-
Other Long-Term Liabilities,172,147.98,136.97,129.26,111.68,71.39,76.71,49.79,47.57,38.43,28.71
Total Liabilities,"15,740","10,663","11,011","11,191","11,541","9,274","8,475","6,707","6,926","4,831","3,626"
Common Stock,0.09,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.04,0.03
Additional Paid-In Capital,"2,374","1,361","1,324","1,321","1,317","1,253","1,248","1,080","1,085",781.72,591.05
Retained Earnings,303.08,294.05,237.2,168.77,92.46,20.83,-14.81,-72.17,-132.12,-163.69,-190.27
Treasury Stock,-91.03,-64.34,-70.07,-70.55,-66.64,-37.49,-27.99,-6.19,-15,-23.79,-29.97
Comprehensive Income & Other,-136.8,-207.04,-218.8,-273.28,-23.76,33.31,14.96,-6.81,-2.81,0.04,2.34
Total Common Equity,"2,449","1,383","1,272","1,146","1,319","1,270","1,220",994.96,935,594.31,373.19
Shareholders' Equity,"2,449","1,383","1,272","1,146","1,319","1,270","1,220",994.96,935,594.31,373.19
Total Liabilities & Equity,"18,189","12,047","12,283","12,337","12,860","10,544","9,696","7,702","7,861","5,425","3,999"
Total Debt,497.63,527.29,577.71,990.17,660.32,524.74,492.27,408.28,752.1,418.13,307.97
Net Cash (Debt),-78.22,200.74,171.86,-720.39,196.09,197.72,50.42,-166.25,-397.89,-267.52,-3.29
Net Cash Growth,-,16.80%,-,-,-0.82%,292.12%,-,-,-,-,-
Net Cash Per Share,-1.01,3.49,3.06,-12.83,3.50,3.61,0.91,-3.38,-9.23,-7.55,-0.11
Filing Date Shares Outstanding,88.41,56.96,55.25,55.29,55.29,54.4,54.54,55.6,48.69,38.23,28.69
Total Common Shares Outstanding,88.79,56.9,55.24,55.28,55.43,54.4,54.79,48.87,48.68,38.24,28.69
Book Value Per Share,27.58,24.31,23.02,20.73,23.80,23.34,22.28,20.36,19.21,15.54,13.01
Tangible Book Value,"1,964","1,017",918.12,781.68,943.19,906.55,847.31,694.41,626.93,473.04,340.24
Tangible Book Value Per Share,22.12,17.88,16.62,14.14,17.01,16.66,15.46,14.21,12.88,12.37,11.86
