Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Current Income Taxes Payable,21.37,32.46,23.34,16.51,15.14,16.46,12.72,22.53,12.83,18.38,26.7
Current Unearned Revenue,11.08,10.85,10.73,10.23,8.42,6.93,6.73,3.3,-,1.71,0.99
Other Current Liabilities,492.75,51.2,55.32,52.48,257.13,101.64,206.7,241.65,119.29,132.11,34.24
Total Current Liabilities,827.59,392.13,334.98,297.4,696.97,309.05,512.55,496.75,406.02,349.89,359.12
Long-Term Debt,349.03,549.62,568.54,518.07,9.85,642.3,260.39,139.87,62.71,76.61,93.58
Long-Term Leases,43.08,40.11,45.39,29.55,35.92,42.22,46.03,-,-,-,-
Long-Term Unearned Revenue,4.22,3.85,4.58,3.87,1.38,1.67,1.87,1.5,-,3.63,3.92
Long-Term Deferred Tax Liabilities,10.1,10.92,11.57,8.52,7.73,7.09,32.22,68.19,123.34,152.53,235.48
Other Long-Term Liabilities,166.35,189.51,186.88,229.75,154.46,288.37,175.02,339.67,96.51,53.06,55.17
Total Liabilities,"1,400","1,186","1,152","1,087",906.31,"1,291","1,028","1,046",688.58,635.72,747.28
Common Stock,84.52,83.16,82.53,82.42,82.3,76.3,76.26,76.14,74.75,74.58,75.44
Additional Paid-In Capital,"2,245","2,221","2,190","2,158","2,118","1,768","1,735","1,705","1,735","1,720","1,742"
Retained Earnings,"-1,177",-903.25,-966.48,-984.03,-897.78,-761.97,-406.76,-251.58,-39.66,-14.58,48.21
Treasury Stock,-1.2,-0.14,-0.06,-0.38,-0.65,-1.03,-1.26,-1.46,-0.13,-4.5,-
Comprehensive Income & Other,5.51,-80.17,-27.88,-48.12,-7.18,27.81,-19.39,-24.48,45.31,-68.49,-54.23
Shareholders' Equity,"1,157","1,320","1,278","1,208","1,295","1,109","1,384","1,504","1,815","1,707","1,811"
Total Liabilities & Equity,"2,558","2,506","2,430","2,295","2,201","2,400","2,412","2,550","2,504","2,343","2,559"
Total Debt,486.55,676.77,640.4,580.43,286.7,709.21,395.24,169.2,147.58,125.2,177.2
Net Cash (Debt),159.53,-247.92,-373.9,-364.92,-78.71,-456.38,-334.1,-121.99,-53.96,-85.41,-57.59
Net Cash Per Share,2.93,-4.54,-6.90,-6.82,-1.55,-9.39,-6.91,-2.52,-1.11,-1.74,-1.76
Filing Date Shares Outstanding,54.61,54.35,53.96,53.56,53.26,48.66,48.45,48.28,48.3,48.18,48.88
Total Common Shares Outstanding,54.61,54.35,53.92,53.56,53.26,48.66,48.44,48.21,48.29,48.03,48.87
Working Capital,269.56,735.06,653.18,588.74,-17.79,398.99,36.89,36.55,463.84,462.8,314.29
Book Value Per Share,21.19,24.29,23.70,22.55,24.31,22.80,28.56,31.19,37.59,35.54,37.07
Tangible Book Value,131.67,332.96,233.51,70.28,-4.56,-250.69,-139.62,-223.52,495.68,573.59,407.16
Tangible Book Value Per Share,2.41,6.13,4.33,1.31,-0.09,-5.15,-2.88,-4.64,10.27,11.94,8.33
Land,-,12.1,14.9,14.64,15.1,15.75,15.17,15.87,16.29,14.42,15.66
Buildings,-,87.74,84.54,80.61,79.48,77.06,86.81,82.04,80.28,92.09,82.01
Machinery,-,242.95,233.34,206.89,195.92,200.7,205.71,195.01,182.97,152.86,140.36
Construction In Progress,-,28.02,10.75,11.31,12.11,19.53,18.22,20.23,9.94,15.01,42.21
