Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Long-Term Leases,-,127.05,95.23,93.88,92.86,96.81,109.61,-,-,-,-
Trust Preferred Securities,-,-,-,-,16.5,16.5,16.5,16.5,16.5,16.5,16.5
Pension & Post-Retirement Benefits,-,0.75,0.84,0.97,1.24,6.44,3.98,23.12,37.12,38.6,40.63
Other Long-Term Liabilities,575.85,522.04,408.84,429.11,284.6,242.97,185.88,229.15,267.82,248.91,208.61
Total Liabilities,"28,581","28,874","24,812","24,352","23,084","23,290","19,544","18,435","17,807","16,823","15,873"
"Preferred Stock, Redeemable",192.88,192.88,192.88,192.88,192.88,192.88,-,-,-,-,-
Common Stock,617.71,614.87,564.4,561.51,559.77,557.92,556.11,554.38,552.23,549.71,547.14
Additional Paid-In Capital,"1,799","1,789","1,553","1,542","1,520","1,508","1,500","1,490","1,478","1,468","1,451"
Retained Earnings,"1,962","1,776","1,619","1,451","1,282","1,121","1,079",946.03,821.62,732.1,641.59
Treasury Stock,-930.52,-887.43,-857.02,-781.75,-869.63,-827.96,-792.87,-683.48,-589.41,-589.84,-575.51
Comprehensive Income & Other,-227.54,-287.82,-312.28,-385.48,27.41,65.09,-0.14,-59.06,-32.97,-38.45,-22.02
Total Common Equity,"3,221","3,004","2,567","2,387","2,520","2,424","2,342","2,248","2,230","2,121","2,042"
Shareholders' Equity,"3,414","3,197","2,760","2,580","2,713","2,617","2,342","2,248","2,230","2,121","2,042"
Total Liabilities & Equity,"31,995","32,072","27,572","26,932","25,796","25,907","21,886","20,682","20,037","18,944","17,915"
Total Debt,"1,651","2,191","2,829","3,262","1,217","2,191","1,951","1,796","1,695","1,513","1,481"
Net Cash (Debt),-733.87,-969.15,"-2,139","-2,427",379.68,-411.88,"-1,288","-1,489","-1,387","-1,229","-1,205"
Net Cash Per Share,-3.99,-5.47,-12.83,-14.67,2.32,-2.53,-7.68,-8.43,-7.88,-7.04,-6.82
Filing Date Shares Outstanding,180.59,182.2,162.02,166.96,160.52,162.46,164.29,169.88,175.29,174.1,173.62
Total Common Shares Outstanding,180.87,182.09,163.8,167.6,160.49,162.35,164.22,170.18,175.17,174.04,174.18
Book Value Per Share,17.81,16.50,15.67,14.24,15.70,14.93,14.26,13.21,12.73,12.19,11.72
Tangible Book Value,"2,602","2,369","2,007","1,826","1,982","1,887","1,807","1,716","1,698","1,590","1,510"
Tangible Book Value Per Share,14.39,13.01,12.25,10.90,12.35,11.62,11.00,10.08,9.70,9.13,8.67
