Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Current Unearned Revenue,455.4,438.2,400,370.2,335.9,307.2,240.5,220.7,198.7,224.5,255.3
Other Current Liabilities,604,124.9,56.8,34.3,29.6,26.7,34.9,31,29.5,34,26.4
Total Current Liabilities,"1,268","1,281","1,202",914.3,938.5,791.9,645.6,599.3,524.5,524.7,554.5
Long-Term Debt,"2,006","2,049","1,145","1,201","1,237",896.9,828.6,315.5,414.3,391.6,265.2
Long-Term Leases,18.9,131.8,90.6,46.5,44.4,49.6,48.1,7.1,1.3,-,-
Long-Term Unearned Revenue,-,100,91.5,101.6,50.2,50.9,42.8,38.3,48.7,46.8,44.4
Pension & Post-Retirement Benefits,-,103,76.6,45.7,104.7,123.4,122.4,90.5,105.6,102.5,91.6
Long-Term Deferred Tax Liabilities,-,118.5,67.7,62.3,46,43.1,48.8,51.1,24.3,10.1,9.5
Other Long-Term Liabilities,649.3,208,163.6,108.6,144.1,118.9,97,99.1,96.3,39.6,31.9
Total Liabilities,"3,943","3,992","2,837","2,480","2,565","2,075","1,833","1,201","1,215","1,115",997.1
Common Stock,1.8,1.8,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7
Additional Paid-In Capital,"1,404",713.4,282.9,256.3,237.8,216.3,199.7,176.9,155.9,124.7,102.1
Retained Earnings,"2,352","2,407","2,324","1,926","1,660","1,407","1,275","1,103",942,885.2,757.4
Treasury Stock,"-1,247","-1,237","-1,237","-1,085",-820.3,-667,-543.8,-401.5,-401.2,-249.3,-90.9
Comprehensive Income & Other,-79.2,-103.5,6,14.8,-8.2,3.7,-25.5,17,27,-75.9,-44.2
Total Common Equity,"2,432","1,781","1,377","1,114","1,071",961.2,906.8,896.6,725.4,686.4,726.1
Minority Interest,60.5,34,36.1,18,14.3,13.1,31.4,31.1,8.1,6.7,6.8
Shareholders' Equity,"2,492","1,815","1,413","1,132","1,085",974.3,938.2,927.7,733.5,693.1,732.9
Total Liabilities & Equity,"6,435","5,807","4,250","3,612","3,650","3,049","2,772","2,129","1,949","1,808","1,730"
Total Debt,"2,049","2,245","1,380","1,283","1,418",974.3,897.8,341.1,415.6,411.7,265.8
Net Cash (Debt),"-1,754","-2,051",-879.3,-622.3,-243.2,-234.9,-202.8,-18.7,23.6,88.6,202.5
Net Cash Growth,-,-,-,-,-,-,-,-,-73.36%,-56.25%,42.10%
Net Cash Per Share,-11.56,-13.72,-5.97,-4.17,-1.59,-1.52,-1.30,-0.12,0.15,0.55,1.20
Filing Date Shares Outstanding,151.94,151.71,137.67,146.73,150.77,151.57,154.2,156.72,155.92,159.71,163.18
Total Common Shares Outstanding,151.39,151.68,145.16,147.02,150.75,151.99,154.16,156.58,155.78,159.68,165.11
Working Capital,"1,083",771.9,962.1,"1,199","1,533","1,133","1,151",705,834.3,751.2,677
Book Value Per Share,16.06,11.74,9.49,7.58,7.10,6.32,5.88,5.73,4.66,4.30,4.40
Tangible Book Value,-36.9,-638.6,464.1,385.3,519.2,411.7,380.6,402.2,473.2,486.1,520.8
Tangible Book Value Per Share,-0.24,-4.21,3.20,2.62,3.44,2.71,2.47,2.57,3.04,3.04,3.15
Land,-,47.5,38.9,36.6,34.1,36.5,26.5,26.8,28.1,26.7,27.6
Buildings,-,540.7,498.1,434.5,371.5,374.7,305.2,299.2,293.9,266.7,259.2
Machinery,-,640.1,586.9,462.6,435.6,416.8,400,366.4,364.9,323.1,314
Order Backlog,-,"2,090","2,227",-,-,-,-,-,-,-,-
