Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Free Cash Flow Per Share,-0.07,0.91,1.65,0.97,1.25,1.52,0.90,1.21,0.70,0.58,1.15
Dividend Per Share,0.200,0.200,0.200,0.200,0.160,0.160,0.160,0.160,0.160,0.160,-
Dividend Growth,-,-,-,25.00%,-,-,-,-,-,-,-
Gross Margin,48.83%,50.00%,51.25%,51.63%,50.17%,47.48%,48.28%,47.82%,46.53%,46.94%,44.94%
Operating Margin,10.76%,12.19%,16.50%,18.14%,17.57%,13.35%,14.69%,14.52%,13.34%,12.90%,11.24%
Profit Margin,-0.69%,3.36%,14.41%,11.72%,11.46%,7.94%,9.52%,9.48%,4.45%,9.53%,6.26%
Free Cash Flow Margin,-0.31%,4.04%,8.20%,5.74%,7.88%,11.82%,6.77%,10.05%,6.27%,5.82%,12.01%
EBITDA,585,594.1,604,547.9,514,345.7,380,340.1,299.5,262.1,235.9
EBITDA Margin,17.01%,17.65%,20.37%,21.65%,21.26%,17.39%,18.33%,17.94%,16.96%,16.27%,14.53%
D&A For EBITDA,215.1,183.8,114.9,88.8,89.1,80.4,75.6,64.9,63.9,54.3,53.3
EBIT,369.9,410.3,489.1,459.1,424.9,265.3,304.4,275.2,235.6,207.8,182.6
EBIT Margin,10.76%,12.19%,16.50%,18.14%,17.57%,13.35%,14.69%,14.52%,13.34%,12.90%,11.24%
Effective Tax Rate,374.42%,44.54%,21.55%,28.06%,28.71%,28.52%,29.39%,26.03%,59.40%,13.01%,18.05%
Revenue as Reported,"3,439","3,366","2,965","2,531","2,418","1,988","2,073","1,896","1,766","1,611","1,624"
Advertising Expenses,-,27.8,23.7,19.3,13.8,9.7,15.4,14.4,14,12.7,12.9
