Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Accounts Payable,502.44,492.67,535.77,503.19,391.17,297.77,261.91,251.38,227.09,83.62,77.46
Accrued Expenses,651.22,646,569.17,625.57,691.6,450.89,495.37,469.56,419.64,372.61,361.97
Short-Term Debt,177.46,72.64,168.78,24.29,162.91,218.02,-,-,-,-,-
Current Portion of Long-Term Debt,7.7,4.31,0.38,0.61,0.9,7.91,4.22,1.83,2.43,1.96,3.2
Current Portion of Leases,106.02,96.64,91.35,85.74,81.49,80.04,69.87,-,-,-,-
Current Income Taxes Payable,17.5,15.3,16.53,32.28,35.45,26.78,15.76,30.03,21.41,15.94,14.39
Current Unearned Revenue,84.75,63.46,45.29,25.62,30.4,21.08,24.13,28.77,35.42,31.21,20.41
Other Current Liabilities,96.09,117.03,13.94,44.3,143.34,5.8,53,17.12,18.66,4.88,1.55
Total Current Liabilities,"1,643","1,508","1,441","1,342","1,537","1,108",924.27,798.7,724.64,510.23,479.14
Long-Term Debt,"1,823","1,494","1,497","1,664",754.56,693.51,606.33,668.82,247.47,260.54,257.75
Long-Term Leases,394.09,392.47,379.75,323.22,296.88,253,230.08,1.47,-,-,-
Long-Term Deferred Tax Liabilities,82.87,78.46,43.19,57.75,42.37,50.52,28.02,27.55,19.04,14.58,18.41
Other Long-Term Liabilities,143.55,149.31,198.87,139.39,120.49,158.37,227.58,125.71,67.9,57.61,48.03
Total Liabilities,"4,086","3,622","3,560","3,525","2,752","2,264","2,016","1,622","1,059",842.96,803.34
Common Stock,"1,512","1,472","1,127",845.68,852.17,457.99,442.15,415.81,406.98,399.77,396.07
Additional Paid-In Capital,162.22,140.45,123.39,104.5,79.41,66.97,60.71,54.72,50.22,51.54,47.6
Retained Earnings,-151.91,-186.27,-332.87,-384.2,-279.72,119.42,77.18,-21.75,-115.49,-174.31,-238.41
Comprehensive Income & Other,-79.46,-101.53,-69.57,-76.29,-70.25,-61.98,-67.16,-61.22,-43.16,-71.27,-63.57
Total Common Equity,"1,443","1,325",847.99,489.7,581.6,582.41,512.88,387.55,298.56,205.73,141.69
Minority Interest,"1,276","1,153","1,075","1,083",540.57,446.08,363.57,347.78,149.95,141.59,147.4
Shareholders' Equity,"2,719","2,478","1,923","1,573","1,122","1,028",876.45,735.33,448.5,347.32,289.09
Total Liabilities & Equity,"6,806","6,101","5,482","5,098","3,874","3,292","2,893","2,358","1,508","1,190","1,092"
Total Debt,"2,508","2,060","2,137","2,097","1,297","1,252",910.49,672.12,249.89,262.5,260.95
Net Cash (Debt),"-2,230","-1,830","-1,918","-1,854",-866.96,"-1,079",-782.85,-545.09,-141.37,-149.35,-144.8
Net Cash Per Share,-43.83,-36.47,-41.45,-42.22,-20.20,-26.87,-19.58,-13.70,-3.60,-3.84,-3.85
Filing Date Shares Outstanding,50.94,50.61,47.56,43.12,44.26,40.22,39.88,39.34,38.93,38.65,38.5
Total Common Shares Outstanding,50.94,50.61,47.55,42.93,44.05,40.19,39.85,39.21,38.93,38.65,38.5
Working Capital,229.29,91.34,33.05,-128.16,33.75,-72.48,-206.21,-41.41,-60.28,-3.91,16.84
Book Value Per Share,28.32,26.18,17.83,11.41,13.20,14.49,12.87,9.88,7.67,5.32,3.68
Tangible Book Value,"-2,428","-2,157","-2,271","-2,659","-1,071","-1,117",-913.8,-998.27,-339.61,-281.83,-284.95
Tangible Book Value Per Share,-47.66,-42.61,-47.75,-61.93,-24.32,-27.79,-22.93,-25.46,-8.72,-7.29,-7.40
Buildings,-,2.7,2.56,2.55,2.56,2.56,2.52,2.55,2.43,1.48,1.37
Machinery,-,390.36,346.99,293.43,271.19,241.9,208.59,172.26,161.36,130.59,125.67
Leasehold Improvements,-,189.07,182.33,149.4,135.07,113.79,96.1,76.94,69.85,57.7,52.92
